title,authors,overview
The Complete Short Stories of Robert Louis Stevenson: With a Selection of the Best Short Novels,['Charles Neider'],"Scottish novelist, poet, and essayist Robert Louis Stevenson (1850Â1894) was a writer of power and originality, who penned such classics as <i>Treasure Island, Kidnapped,</i> and <i>The Weir of Hermiston</i>. The editor has collected in convenient form Stevenson's short fiction, including the complete <i>New Arabian Nights</i> and <i>The Strange Case of Dr. Jekyll and Mr. Hyde</i>, as well as ghost stories, medieval romances, farces, horror stories, and the <i>South Sea Tales.</i> This volume amply illustrates Stephensonâs wide range and enduring appeal."
The Degaev Affair: Terror And Treason In Tsarist Russia,['Richard Pipes'],"Sergei Degaev (1857-1921), a leading political terrorist in tsarist Russia, disappeared after participating in the assassination of the chief of Russia's security organization in 1883. Those who later knew and admired the quietly learned mathematics professor Alexander Pell at the University of South Dakota never guessed this was actually Degaev, who had triple-crossed friends and associates while entangled in the revolutionary movement of his homeland. This book is the first in any language to tell in extensive detail the extraordinary story of one of the world's most intriguing revolutionaries, his role in building and betraying the earliest political terrorist network, and his subsequent conventional academic career in America. Richard Pipes, a leading historian of the Russian Revolution, uses previously unexplored Russian archives to draw a brilliant psychological, political, and sociological portrait of Degaev. Pipes pursues his protagonist on a twisting journey that begins with Degaev's participation in the original Russian terrorist organization, the People's Will, and his rise in the group as others were arrested. Degaev himself was soon imprisoned, but by turning police informant and betraying those he knew in the revolutionary movement, he negotiated his own release. When later he confessed his duplicity, he avoided execution at the hands of revolutionaries by helping to murder the head of the tsar's secret police, Colonel Georgii Sudeikin, following which he escaped to the United States to begin a new life with a new identity. An intricate tale of changing loyalties, fateful collaborations, and a man whose double life can only be described as amazing, The Degaev Affair places the history and nature of political terrorism in Russia in an absorbing new perspective."
Sexual Politics,['Kate Millett'],"Sexual Politics laid the foundation for subsequent feminist scholarship by showing how cultural discourse reflects a systematized subjugation and exploitation of women. Millett demonstrates in detail how patriarchy's attitudes and systems penetrate literature, philosophy, psychology, and politics. Her incendiary work rocked the foundations of the literary canon by castigating time-honored classics - from D. H. Lawrence's Lady Chatterley's Lover to Norman Mailer's The Naked and the Dead - for their use of sex to degrade and undermine women."" ""A new introduction to this edition draws attention to some of the forms patriarchy has taken recently in consolidating its oppressive and dangerous control."
George Gershwin,['Merle Armitage'],"Shortly after George Gershwin's premature death in 1937, Merle Armitage invited Gershwin's friends and associates to contribute memories and tributes for this volume, which was first published in 1938. Few figures have lent themselves so aptly to composite treatment as did the versatile Gershwin. In these 38 articles, a remarkable range of interests are covered, comprising a warm and glowing portrait of an extraordinary musician who exerted an unparalleled influence on his era."
Eternal guilt?: forty years of German-Jewish-Israeli relations,"['Wolffsohn, Michael.']","Should the Germans of today continue to atone for the sins of their forebears? <i>Eternal Guilt?</i> argues that Germans, Israelis, and American Jews cling to their historical legacy in order to manipulate contemporary political issues.<br>
 <br>"
Wildlife Research And Management In The National Parks,['R. Gerald Wright'],"Should the wolf be reintroduced to Yellowstone National Park? Should hunting of ""overabundant"" deer and elk be permitted in some parks? How should grizzly bears be managed in frequently visited areas? Are mountain goats to be eliminated from Olympic National Park? R. Gerald Wright probes these and other issues of public interest in this exploration of the unique role national parks have played in the protection, study, and management of animal life. Controversy has often surrounded wildlife management, primarily when societal attitudes toward specific animals do not mesh with Park Service practices. Those practices are influenced by the public as well as by the evolution of a program of scientific study in the national parks. As park environments are increasingly threatened by growing numbers of visitors, outside land-use changes, and pollution, it is more important than ever that scientific knowledge, administrative willingness, and public support combine to help create the policies necessary for appropriate management and protection of park resources. Wright traces the history of wildlife management in the U.S. national parks, bringing together a diversity of literature and previously unpublished information that will be of concern to wildlife and land-management specialists, conservationists, and all those interested in our national parks."
Origins Of Pre-columbian Art (the Texas Pan American Series) (pan America Series),['Terence Grieder'],"Since Columbus first called the natives of the Americas “Indians,” the sources of their art and culture have been a puzzle. The strange mixture of objects of Asian appearance with those decidedly un-Asian has provided fuel for controversy between those who see the American cultures as products of diffusion and those who see them as independent inventions. Origins of Pre-Columbian Art cuts through this old dispute to provide a fresh look at ancient cultural history in the Americas and the Pacific basin.<br>
 Using evidence from archaeology, ethnology, and psychology, Terence Grieder suggests that contact between individuals across cultural borders is the root of both invention and diffusion. By tracing the spread of early symbolic techniques, materials, and designs from Europe and Asia to the lands of the Pacific and to the Americas, he displays the threads woven through humanity’s common cultural heritage.<br>
 While archaeology provides examples of ancient symbols, ethnology reveals widely separated modern peoples still using these symbols and giving them similar meanings. Mapping these patterns of use and meaning, the author describes three waves of migration from Asia to the Americas, each carrying its own cluster of ideas and the symbols that expressed them.<br>
 First Wave cultures focused on their environment and on the human body, inventing symbols that compared people and nature. Second Wave symbolism emphasized the center and the periphery: the village and the horizon; the tree or pole as world axis; and the world’s rim, where spirits exist. These cultures created masks to give form to those beings beyond the horizon. The heavens were finally incorporated into the system of symbols by Third Wave peoples, who named the celestial bodies as gods, treasured heaven-colored stones, and represented the world in pyramids.<br>
 Emphasizing the interpretation of art in its many forms, Grieder has found that such seemingly minor decorations as bark cloth clothing and tattoos have deep meaning. Ancient art, he argues, was the vehicle for ancient science, serving to express insights into biology, astronomy, and the natural world.<br>"
America's Neighborhood Bats: Understanding And Learning To Live In Harmony With Them (revised Edition),['Merlin D. Tuttle'],"Since its first publication in 1988, America's Neighborhood Bats has changed the way we look at bats by underscoring their harmless and beneficial nature. In this second revised edition, Merlin Tuttle offers bat aficionados the most up-to-date bat facts, including a wealth of new information on bat house design and current threats to bat survival.

                        <p>""These breathtaking photographs depict bats as startling beautiful creatures . . . and the enlightening text is sure to stimulate an appreciation of the winged animal in most--if not all--readers.""--Wildlife Review. Watch for it this fall on CBS-TV.
</p>"
Peppers: The Domesticated Capsicums,['Jean Andrews'],"Since its original publication in 1984, Peppers has become the complete and classic source for the history and dispersion, biology and taxonomy, cultivation, and medicinal, economic, and gastronomic uses of the domesticated capsicum. In this new edition, Jean Andrews updates each section with new material gathered over the last ten years. Particularly interesting are her descriptions of recent medicinal uses of peppers (including a recipe for pain-relieving capsaicin cream) and the inclusion of two additional cultivars, Datil and Scotch Bonnet. Like the first edition, this volume is illustrated with botanically accurate, yet aesthetically pleasing paintings that show the blossoms, buds, young peppers, and mature specimens of 34 cultivars in full color. Dr. Andrews also provides a recipe for the most typical dish in which each pepper is used, recipes that she herself has tested and served to grateful friends."
"Julius Caesar: Man, Soldier, And Tyrant","['Fuller, J. F. C. (john Frederick Charles) , 1878-1966']","Since the Renaissance, Julius Caesar has been idolized as a superman. Classical sources, however, present a far less exalted being. As General Fuller writes, Caesar was ""an unscrupulous demagogue whose one aim was power, and a general who could not only win brilliant victories but also commit dismal blunders.... It is reasonable to suspect that, at times, Caesar was not responsible for his actions, and toward the end of his life, not altogether sane."" There is not doubt that Caesar was an extraordinary man.” But Fuller points out that he was extraordinary for his reckless ambition, matchless daring, and ruthless tyranny, rather than for his skills as a military comander. Caesar continually had to extricate himself from results of mistakes of judgement. His unnecessary Alexandrian War, his close call at Thapsus, and his seemingly unpremeditated Gallic conquest are just a few of Fuller's many examples.And in telling Caesar's history, Fuller illuminates a century of Roman history as well. Aided by maps of Caesar's principal battles and diagrams of many of his weapons, Fuller brings to life Caesar's wars, his armies, his equipment, and his methods. Brilliant in design and impressive in scope, <i>Julius Caesar</i> clarifies how the military, political, and economic aspects of the Roman Republic worked together to produce a man whose name has come down to us as a synonym for absolute authority."
"Army Surveillance in America, 1775-1980",['Joan M. Jensen'],"Since the Revolution, Americans have debated what action the military should take toward civilians suspected of espionage, treason, or revolutionary activity. This important book-the first to present a comprehensive history of military surveillance in the United States-traces the evolution of America's internal security policy during the past two hundred years. <p>Joan M. Jensen discusses how the federal government has used the army to intervene in domestic crises and how Americans have protested the violation of civil liberties and applied political pressure to limit military intervention in civil disputes. Although movements to expand and to constrain the military have each dominated during different periods in American history, says Jensen, the involvement of the army in internal security has increased steadily. Jensen describes a wide range of events and individuals connected to this process. These include Benedict Arnold's betrayal of West Point; the colonial wars in Cuba, where Lt. Andrew Rowan, the nation's first officer spy, won a medal for carrying a Message for Garcia; the development of War Plans White in the 1920s to guide the army's response in the event of domestic rebellion; the activities of J. Edgar Hoover and the FBI in the 1950s and 1960s; the use of the National Guard in the South at the height of the civil rights movement; and the surveillance of and violence against protesters during the Vietnam War. Scrutinizing the historic workings of the American government at closer range than has ever been done before, Jensen creates a vivid picture of the growing invisible intelligence empire within the United States government and of the men who created it.</p>"
Global E-commerce Strategies For Small Business,['Eduardo Da Costa'],"Small companies account for a surprising one-third of U.S. exports, and their market share is growing. The Internet has played a major role in helping these companies develop an increasingly powerful international presence. Global E-Commerce Strategies for Small Businesses describes the export opportunities e-commerce holds for small-to-medium size enterprises (SMEs) all over the world. The book is organized in two parts. The first uses examples and case studies of small exporting companies from six countries to show how SMEs and new entrepreneurs are not only successful but also often responsible for job creation, innovation, and economic growth in their regions. It also examines common obstacles to exports such as local and international laws, cultural differences, trade barriers, taxation, and transport infrastructure. The second part covers the steps in setting up a global business: researching business opportunities, identifying and reach out to customers, building and keeping an online image, closing the deal, and maintaining customer support. Written in a casual, accessible style, the book offers an overview of the tools and services available to help smaller companies flourish in the global marketplace."
India: Facing The Twenty-first Century (the Essential Asia),['Barbara Crossette'],"Sometime early in the twenty-first century India will overtake China as the most populous nation in the world. For all its size and importance, India is a relatively unknown nation to the rest of the world, trapped in its own self-absorption, suspicious of the outside world, unwilling to interact as a nation among nations. Torn by racial violence and conflict, impoverished, ardent, mystical, religious, exciting, dangerous, and powerful - India is all of these things and more. Barbara Crossette gives us a brilliant short introduction to the world's largest democracy. In Part I, she looks at the inner self and tries to draw some general conclusions for the uninitiated on the nature of Indian myth and psychology. Part II deals with daily realities - the violence of contemporary Indian society, problems of ethnicity, caste, and religion, the plight of children, bureaucracy in sports, the darshan effect, and the growing power of the secular middle class. Part III treats politics: the problems of political history and self-definition, India and its neighbors, and the relationship between the United States and India. An afterword looks, tenuously and tentatively, toward India's hope for the future."
Launching democracy in South Africa,['R. W. Johnson &  Lawrence Schlemmer'],"South Africa's first ever non-racial and multi-party election was perhaps the most significant global event of 1994. From the ashes of a repressive, segregated and racist state emerged - miraculously and relatively free from bloodshed - a new, multi-racial nation, led by one of the political icons of the late twentieth century, Nelson Mandela. Based on a large-scale and non-partisan public information project, this book is the definitive account of the process of democratisation in South Africa. The Launching Democracy project mounted teams of observers and monitored the campaign, party organisation, the media and voter education efforts throughout the crucial and populous areas of the Western Cape, Natal and the Reef. The result is an unparalleled source of information about the way the election really worked and the political sociology of South Africa in general. Written by a team of distinguished experts, the book analyses the results of the election in detail (and publishes them in full for the first time). It examines the intricacies of the disputed electoral process and the drama of the count, revealing irregularities, rivalry and widespread fear and intimidation. In a highly readable final section, the book carries the story into the post-election reality, exploring popular opinion and the demands now facing the Mandela government."
Spanish Memory Book: A New Approach To Vocabulary Building,"['William F. Harrison', 'Dorothy Winters Welker']","Spanish Memory Book offers original mnemonic rhymes to assist in learning and remembering several hundred of the 2,000 most commonly used Spanish words.

                        <p>Provides mnemonic devices for committing about 350 Spanish words to memory.
</p>"
Manual for (Relatively) Painless Medical Spanish: A Self-Teaching Course,"['Ana Malinow Rajkovic', 'Ana M. Rajkovic']","Spanish-speaking patients are no rarity in United States hospitals and clinics, as many English-speaking health care providers have discovered. To help these providers better communicate with the patients they serve, Ana Malinow Rajkovic has prepared the Manual for (Relatively) Painless Medical Spanish, a lively and innovative self-teaching guide to the grammar, pronunciation, and medical vocabulary of Spanish. <p>Presented in a systematic and highly entertaining fashion, twelve lessons cover some of the most commonly encountered situations. These include the family clinic, the emergency room, appendicitis, the social chat, pregnancy, family planning, pelvic inflammatory disease and urinary tract infection, depression, children with asthma, patients with angina, explaining a venipuncture and a spinal tap, and patients with shortness of breath. Each lesson closes with a bilingual interview that includes vocabulary and grammar introduced in that lesson. A guide to the medical history and physical examination appears in English and Spanish in the appendix.</p><p>Excellent in the classroom or for independent learning, the Manual will enable health care providers better to understand and supply the needs of Spanish-speaking patients.</p><p>Ana Malinow Rajkovic is a pediatrician in Cleveland, Ohio. She has taught medical Spanish at the University of California at San Francisco School of Medicine and at San Francisco General Hospital.</p>"
Baking Across America,['Arthur  L. Meyer'],"Spanning colonial times to the present and every region of the United States, this book is a comprehensive guide to baking in America."
The State And Human Services: Organizational Change In A Political Context (mit Studies In American Politics And Public Policy ; 7),['Laurence E. Lynn'],"State human services agencies are frequently criticized by state executives, legislators, and service recipients who contend that reorganization will improve performance and efficiency. This study points out, however, that the proponents and architects of change commonly fail to recognize the extent to which reorganizing a state agency is a political rather than an administrative or managerial act and that many pitfalls await them. The book asserts that if reorganization is to improve state agency performance, rather than ending as it so often does in disappointment and frustration, the political context must be carefully analyzed and proposals designed accordingly.
<p><i>The State and Human Services</i> addresses this vital problem by examining the reorganization of human services in Arizona, Florida, Georgia (by then-governor Jimmy Carter), Minnesota, Pennsylvania, and Washington. It shows how the human services departments in these six states have been shaped by and interact with their political environment. The book focuses on the originators of change and their goals, on the processes of debate and deliberation, and on the results. It concludes that reorganization is a grueling test of political and administrative competence and should not be undertaken unless the initiators have the time, resources, and determination to see it through.</p>
<p><i>The State and Human Services</i> covers timely and important issues of central concern to teachers and practitioners in federal, state, and local politics, public policy, and human services administration. The comparative case material is unique—containing a wealth of insights into human service policy and the actions and motivations of governors, legislatures, administrators, and human service professionals. The book explains much about the implications of a ""new federalism"" and about the complicated relationships among levels of government. In addition, it illuminates the neglected subject of the role of managers and management in state government.</p>
<p><i>The State and Human Services</i> is the seventh volume in the series MIT Press Studies in American Politics and Public Policy.</p>"
A New Guide To Federal Cable Television Regulations,['Steven R. Rivkin'],"Steven Rivkin's widely read <i>Cable Television: A Guide to Federal Regulations</i> was written in 1972 and was originally published by the Rand Corporation. It appeared soon after the Federal Communications Commission (following five years' deliberation) had issued its comprehensive regulations regarding cable television, and the book undertook to explain the ""intended, likely"" meaning of the complex of rules and regulations with which cable television systems were required to be in compliance.
<p><i>A New Guide to Federal Cable Television Regulations</i> revisits and updates the subject, now that some five years of elaboration and ""fine-tuning"" in government controls have elapsed. Rivkin examines how these rules and regulations have fared in actual practice and he details the subsequent changes that have been made in them as a result of citizen and industry feedback over the period. He has made full use of the thousands of certifications granted by the FCC and a like number of interpretive proceedings it has held to resolve and refine disputed and ambiguous points.</p>
<p>A significant feature of the new book is the material it contains on the expected impact of the new copyright law pertinent to cable television that becomes effective January 1, 1978.</p>
<p>In outlining the purpose and structure of his book, the author writes: ""Whatever the merit of the FCC's accomplishments, the record of Federal regulation of cable television during the past five years has become a subject worthy of objective study and analysis, whether as a basis for prescribing some future change, as a case study of regulatory triumph, tragedy, or mediocrity (take your pick), or merely to enable the many interests affected by regulation to cope with the volume of particular details spawned by regulation. Whatever the reader's purpose, making such up-to-date wisdom available to whoever wishes to use it is the aim of this book.</p>
<p>""As in the earlier volume, that ecumenical aim dictates the format of this book. The presentation will seek to attain objectivity, by both articulating the FCC's regulatory posture and identifying unresolved issues known or suspected to exist. Moreover, this book will again attempt to be practically helpful to users however far they may be from the umbilical center of regulation in Washington, D.C. by including in a single sourcebook all key reference materials and forms. (The rules themselves, as in effect in mid-1977, are reproduced as they relate to this commentary, throughout the book, and other useful and exemplary material is contained in the Appendix, complementing the expository sections of the book.) The plan of the book—presenting a summary overview for the general reader in the first chapter, with detailed exploration of particular rules in the ensuing topical chapters—aims to make sense to readers of various orientations, interests, and professional backgrounds who must develop and maintain a working grasp of Federal cable television regulation.""</p>
<p>This study was undertaken with the support of the National Science Foundation.</p>"
High Concept: Movies And Marketing In Hollywood,"['Wyatt, Justin , 1963-']","Steven Spielberg once said, ""I like ideas, especially movie ideas, that you can hold in your hand. If a person can tell me the idea in twenty-five words or less, it's going to make a pretty good movie."" Spielberg's comment embodies the essence of the high concept film, which can be condensed into one simple sentence that inspires marketing campaigns, lures audiences, and separates success from failure at the box office.
<p>This pioneering study explores the development and dominance of the high concept movie within commercial Hollywood filmmaking since the late 1970s. Justin Wyatt describes how box office success, always important in Hollywood, became paramount in the era in which major film studios passed into the hands of media conglomerates concerned more with the economics of filmmaking than aesthetics. In particular, he shows how high concept films became fully integrated with their marketing, so that a single phrase (""Just when you thought it was safe to go back in the water . . ."") could sell the movie to studio executives and provide copy for massive advertising campaigns; a single image or a theme song could instantly remind potential audience members of the movie, and tie-in merchandise could generate millions of dollars in additional income.</p>"
Studying the Jewish future,"['Goldscheider, Calvin.']","Studying the Jewish Future explores the power of Jewish culture and assesses the perceived threats to the coherence and size of Jewish communities in the United States, Europe, and Israel. In an unconventional and provocative argument, Calvin Goldscheider departs from the limiting vision of the demographic projections that have shaped predictions about the health and future of Jewish communities and asserts that ""the quality of Jewish life has become the key to the future of Jewish communities.""<br>
<p>Through the lens of individual biographies, Goldscheider shows how context shapes Jewish senses of the future and how conceptions of the future are shaped and altered by life experiences. Goldscheiders distinctive comparative approach includes a critical review of population issues, a consideration of biographies as a basis for understanding Jewish values, and an analysis of biblical texts for studying contemporary values. He combines demographic and sociological analyses in historical and comparative perspectives to dispel the notion that quantitative issues are at the heart of the challenge of Jewish continuity in the future.<br>
</p>
<p>Numbers are clearly the building blocks of community. But the interpretations of these demographic issues are often confusing and biased by ideological preconceptions. As a basis for studying the core themes of the Jewish future, hard facts are less hard and less ""factual"" than interpreters have made them out to be. Population projections are limited by the vision of those who prepare them.<br>
</p>
<p>Goldscheider concludes that the futures of Jewish communities-in America, Europe, and Israel-are much more secure than has been presented in most scholarly and popular publications, and discussions about the Jewish future should shift to other patterns of distinctiveness.<br>
</p>
<p>This book will appeal to the general Jewish reader as well as to social scientists and modern Jewish historians. It is appropriate for Jewish studies courses, particularly, but not exclusively, those focusing on Jews in the United States, the American Jewish community, and modern Jewish society, and in courses on ethnicity, multiculturalism, cultural diversity, and ethnic relations.<br>
</p>
<p>Calvin Goldscheider is Ungerleider Professor of Judaic Studies, professor of sociology, and a faculty fellow at the Population Studies and Training Center at Brown University. He is the author of many books focusing on family and demographic issues within the Jewish community, including Israels Changing Society: Population, Ethnicity, and Development; The Arab-Israeli Conflict; and Jewish Continuity and Change.<br>
</p>"
I used to be nice,"[""O'Sullivan"", 'Sue']","Sue O'Sullivan's collection of writing charts a quarter century of feminist engagement: from her ambilvalence towards motherhood and marriage in the 1960s and 70s to butch/femme and queer in the 1980s and 90s; from birth control and PMT to HIV/AIDS and eroticism. Teasing out the contradictory layers which make up lesbian chic, political correctness and transsexuality. O'Sullivan moves on to take sides in the continuing debates around pornography and censorship. 'I use to be nice' is a sentiment shared by many feminists who don't fit any of the tired old stereotypes, but for whom the experience of injustice, anger and joy, has provided the foundation for a different sort of feminist identity. Sue O'Sullivan's feisty ands inclusive analysis of key ideas and events embraces diversity and holds on to integrity. Reflective and astute, I Used to be Nice offers the reader convincing insights into the affairs and battles that have characterized twenty-five years of feminist and lesbian politics internationally."
"Impressionism: art, leisure, and Parisian society","['Herbert, Robert L. , 1929- (author.)']","Sumptuously illustrated with many of the most beautiful Impressionist images, this book presents provocative new interpretations of a wide range of famous masterpieces, showing how they were fully integrated into the social and cultural life of the times.

                        <p>Sumptuously illustrated with many of the most beautiful Impressionist images, this book presents provocative new interpretations of a wide range of famous masterpieces, showing how they were fully integrated into the social and cultural life of the times.
</p>"
Svengali&#39;s Web: The Alien Enchanter in Modern Culture,['Daniel Pick'],"Svengali, the malevolent hypnotist in Trilby, a sensationally successful novel published by George Du Maurier in 1894, became such a well-known character in the culture of the period that his name entered the dictionary as one who exerts a malign influence over another. This book investigates the enduring use of his image in modern culture and politics, exploring the origins and impact of Svengali and his helplessly mesmerised female victim Trilby in an age already rife with discussions of race, covert persuasion and the unconscious mind."
The Forms Of Color: The Interaction Of Visual Elements (english And German Edition),['Karl Gerstner'],"Swiss artist and designer, Karl Gerstner draws on artistic literary, and scientific sources, as well as on his own studio work to investigate the basic visual elements of color and form. Inspired by Wassily Kandinsky, Gerstner explores the ideas of continuous and evenly measured changes in the three dimensions of color - hue, tone, and saturation."
"Systems That Learn: An Introduction To Learning Theory For Cognitive And Computer Scientists (the Mit Press Series In Learning, Development, And Conceptual Change)",['Daniel N Osherson'],Systems That Learn presents a mathematical framework for the study of learning in a variety of domains.
New Tales From Aesop : For Reading Aloud,['Aesop'],"Taking the extant versions of Aesop in Greek prose as his point of departure, the author extends the tradition wherein poets have invested the original plots with a wealth of prosodical invention. Though contemporary, his idiom has echoes of past literatures.

                        <p>Presents 120 of Aesop's classic tales rewritten for reading aloud.
</p>"
Telecommunications In Business: Strategy And Application,"['John J Vargo', 'Ray Hunt']","Telecommunications in Business: Strategy and Application explains the primary principles of how networks may be used as strategic tools in business. Students are introduced to practical applications of networking in business through case studies and to the major principles of local and wide area networks. They will also learn the methodologies and skills necessary to analyze the networking requirements of a specific organization and how the proper selection of a network solution will suit the organizations in question. Telecommunications in Business: Strategy and Application is suitable for upper-level undergraduate and MBA students concentrating in Information Systems in business schools,particularly those taking the core curriculum course called Data Communications or Telecommunications."
Simple French Cooking: Recipes From Our Mothers' Kitchens,"['Georges Blanc', 'Coco Jobard']","Ten Tres Formidable French grandmothers share their passion for simple French cooking. Although these women have inspired some of the most renowned chefs of today, including Georges Blanc, their delicious recipes are ideal for the home cook. Simple French Cooking reveals their secrets, allowing you to create the true flavours of France in your own kitchen.
<p> Short, but informative, biographies give a glimpse into the remarkable lives of these grandmothers, as well as introducing you to a variety of French regional cooking styles. The biographies are followed by a mouth-watering collection of 100 traditional recipes -- all accompanied by atmospheric photographs that capture the essence and style of French cooking.</p>"
Secret Soldiers: Special Forces In The War Against Terrorism,"['Peter Harclerode', 'Mike Dewar']","Terrorism took the world stage in 1970, when the PLO hijacked three airliners in Jordan. It has not been out of the news since. From 'Black September' to the massacre of the Israeli athletes at Munich, From the IRA to ETA and Osama Bin Laden's attacks on America, terrorist organizations have waged a pitiless war that neither law enforcement agencies nor conventional armies can stop. This new type of war requires new, secret soldiers. Special Forces, above all the British SAS, have demonstrated their ability to take the war to the terrorists. At Mogadishu in 1977 and at the Iranian Embassy in London, hostages were rescued in split-second assaults. Intelligence and timely action defeated a succession of terrorist operations in Northern Ireland. Only Special Forces can attack world terrorism with the lethal precision demanded. Peter Harclerode investigates counter-terrorist operations from the Middle East to Northern Ireland, from Germany to Columbia."
"Tell Me A Story, Sing Me A Song: A Texas Chronicle","['Owens, William A. , 1905-']","Texas, the 1930s--the years of the Great Depression. It was the Texas of great men: Dobie, Bedichek, Webb, the young Américo Paredes. And it was the Texas of May McCord and ""Cocky"" Thompson, the Reverend I. B. Loud, the Cajun Marcelle Comeaux, the black man they called ""Grey Ghost,"" and all the other extraordinary ""ordinary"" people whom William A. Owens met in his travels.<br>
 ""Up and down and sideways"" across Texas, Owens traveled. His goal: to learn for himself what the diverse peoples of the state ""believed in, yearned for, laughed at, fought over, as revealed in story and song."" Tell me a story, sing me a song brings together both the songs he gathered--many accompanied by music--and Owens' warm reminiscences of his travels in the Texas of the Thirties and early Forties."
The New International Economic Order,['JN BHAGWATI'],"The ""north-south debate"" between and within the developed and developing countries on achieving international distributive economic justice has emerged as one of the focal issues of world security and peace. The world economic order is changing, like it or not. Most discussions on the subject are distressingly uninformative, either giving blanket superficial endorsements to the demands of less developed countries or, equally superficially, condemning them out of hand. By contrast, this collection of more than a dozen articles, growing out of a workshop held at MIT in May 1975, is a real attempt to come to grips with the issues. Taken as a whole, the volume provides detailed and systematic reviews of the past history of the issues, their current status, future prospects, and economic desirability. Specific proposals are analyzed in depth, and with rigor and imagination, but without falling back on jargon or complicated mathematics.
<p>Professor Bhagwati sets the stage with an overview of the underlying political and economic factors. In the rest of the book developmental problems are covered under four headings. Section one, on resource transfers, offers essays on economic aid, income distribution, debt relief, and taxing the ""brain drain."" Richard Cooper discusses oceans as a source of revenue. Section two, on international trade, includes Professor Bhagwati's essay on market disruption, and C. Fred Bergsten's proposals on access to supply. Others treat trade policies and commodities. Section three, on world food problems, deals with the stability of grain in D. Gale Johnson's paper and food aid in Alexander H. Sarris's and Lance Taylor's article. Section four, on technology transfer, evaluates multinationals and direct foreign investment. The concluding essay is an extensive panel discussion on the new international economic order as a whole and numbers among the participants Harry G. Johnson, Charles Kindleberger, I. M. D. Little, and Ali Mazrui.</p>
<p>Where there are six economists, a wag once remarked, there are apt to be seven opinions. The present book, part of the MIT Bicentennial Studies series, seeks to fashion out of typically divergent and contentious opinions viable alternatives for reforming the world economic order.</p>"
James M. Cain And The American Authors' Authority (american Studies Series),['Richard Fine'],"The 1940s offered ever-increasing outlets for writers in book publishing, magazines, radio, film, and the nascent television industry, but the standard rights arrangements often prevented writers from collecting a fair share of the profits made from their work. To remedy this situation, novelist and screenwriter James M. Cain (The Postman Always Rings Twice, Double Indemnity, Mildred Pierce) proposed that all professional writers, including novelists, playwrights, poets, and screenwriters, should organize into a single cartel that would secure a fairer return on their work from publishers and producers. This organization, conceived and rejected within one turbulent year (1946), was the American Authors' Authority (AAA). In this groundbreaking work, Richard Fine traces the history of the AAA within the cultural context of the 1940s. After discussing the profession of authorship as it had developed in England and the United States, Fine describes how the AAA, which was to be a central copyright repository, was designed to improve the bargaining position of writers in the literary marketplace, keep track of all rights and royalty arrangements, protect writers' interests in the courts, and lobby for more favorable copyright and tax legislation. Although simple enough in its design, the AAA proposal ignited a firestorm of controversy, and a major part of Fine's study explores its impact in literary and political circles. Among writers, the AAA exacerbated a split between East and West Coast writers, who disagreed over whether writing should be treated as a money-making business or as an artistic (and poorly paid) calling. Among politicians, a move to unite all writers into a single organization smacked of communism and sowed seeds of distrust that later flowered in the Hollywood blacklists of the McCarthy era. Drawing insights from the fields of American studies, literature, and Cold War history, Fine's book offers a comprehensive picture of the development of the m"
Logic Programming: Proceedings Of The Fourth International Conference,['Jean-louis Lassez'],"The 45 contributions in this book consider all aspects of logic programming, including theory and foundations; architectures and implementations; programming languages and methodology; databases; knowledge representation, reasoning, and expert systems; and relations to other computation models, programming languages, and programming methodologies. There are chapters on novel applications and on applications that address the unique character of logic programming. 
<p>Invited speakers are Keith Clark (Imperial College, London), Herve Gallaire (ECRC, Munich), Fernando Pereira, (SRI International), K. R. Rao (University of Melbourne), J. Alan Robinson (Syracuse University), and Masahiko Sato (Tohoku University).</p>
<p>Jean-Louis Lassez is a Research Scientist with IBM's Thomas J. Watson Research Center. <i>Logic Programming: Proceedings of the Fourth International Conference</i> is included in the series Logic Programming (Research Reports and Notes), edited by Ehud Shapiro.</p>
<p> Two-volume set</p>"
The African Heritage Of American English,"['Holloway, Joseph E.']","The African Heritage of American English provides a detailed compilation of Africanisms, identified linguistically, from a range of sources: folklore, place names, food culture, aesthetics, religion, loan words. Presenting a comprehensive accounting of African words retained from Bantu, Joseph Holloway and Winifred Vass examine the Bantu vocabulary content of the Gullah dialect of the Sea Islands; Black names in the United States; Africanisms of Bantu origin in Black English; Bantu place names in nine southern states; and Africanisms in contemporary American English. These linguistic retentions reflect the cultural patterns of groups imported to the United States, the subsequent dispersion of these groups, and their continuing influence on the shaping of American culture."
Abundance Of Life: Human Development Policies For An Aging Society,['Harry Moody'],The aging of American society need not be a gloomy prospect. Moody shows how public policy should change to overcome the challenges posed by the elderly and responds to the crucial issue of cost.
