title,authors,overview
Chef's Garden: Fresh Produce From Small Spaces,['Terence Conran'],"Growing your own produce can be compulsive-the process of sowing, tending and harvesting crops brings gardeners a sense of satisfaction, along with the supply of fresh vegetables, herbs, and fruit. Acclaimed designer Terence Conran, known for his beautiful indoor rooms, now turns his attention outside, as he combines a passion for fresh cooking ingredients with his well-documented decorating flair and invention. Conran shows how to create a kitchen garden in the tiniest of spaces, covering the very best fruit, vegetables, herbs and edible flowers to cultivate there. He even includes hard-to-find rarities like mizuna greens, and crops with a ""fugitive"" flavor that are best eaten freshly picked. There's advice on design, planting, timing, harvesting, storage, and even 20 inspiring sample recipes, all colorfully presented. <br>
 <br>
<br>"
Gustav Klimt (pageperfect Nook Book),['Patrick Bade'],"Gustav Klimt (1862-1918), fondatore del movimento della Secessione Viennese, fu uno degli artisti più influenti della fine del XIX secolo. Attraverso questo movimento Klimt espresse il suo assoluto disprezzo per l'arte ""ufficiale"", caratterizzata dall'opposizione al cambiamento e dal rifiuto a legittimare una certa visione del Modernismo. Klimt si ispirò al lento ma inesorabile declino dell'Impero austro-ungarico e alla sua multiforme composizione culturale, esprimendo nelle sue opere una forte componente di erotismo e di sensualità.<br>
<br>
Nel volume il lettore troverà le riproduzioni dei più celebri dipinti di Klimt e un testo che<br>
illustra lo straordinario eclettismo di questo grande maestro."
Complete Leatherwork: Easy Techniques And 20 Great Projects,['Katherine Pogson'],"Handmade leatherwork is a durable and fashionable addition to any wardrobe or home. Now everyone can create unique, contemporary designs through this wonderful craft! <i>Complete Leatherwork</i> covers all aspects of working with leather, from basic materials, threads, dyes, and adhesives to pattern making, skiving, channeling, and even more advanced skills such as molding and surface decoration. Each technique is carefully explained with detailed instructions, and there’s a range of projects for beginner and advanced leatherworkers alike. Show your style with a cheerful hide belt and matching purse. Or travel the world with an everlasting passport holder and folding top bag. Whatever your level, whatever your look, this comprehensive guide includes everything you need to bring it all together."
Everyday Harumi,['Harumi Kurihara'],"Harumi Kurihara, Japan's most famous cookbook writer, selects her favorite ingredients and presents 70 new home-style recipes for you to make for family and friends. <br>
 In <i>Everyday Harumi</i>, Harumi Kurihara, Japan's most popular cookbook writer, selects her favorite foods and presents more than 60 new home-style recipes for you to make for family and friends. Harumi wants everyone to be able to make her recipes and she demonstrates how easy it is to cook Japanese food for every day occasions without needing to shop at specialist food stores. Arranged by her favorite ingredients, Harumi presents recipes for soups, starters, snacks, party dishes, main courses and family feasts that are quick and simple to prepare, all presented in her effortless, down-to-earth and unpretentious approach to sylish living and eating. Every recipe is photographed and includes beautiful step by step advice that show key Japanese cooking techniques, such as chopping skills or how to serve rice. Texture and flavor are important to Japanese food and Harumi takes you through the basic sauces you can make at home and the staples you should have in your store cupboard. Photographed by award-winning photographer Jason Lowe, this warm and approachable cookbook invites you to cook and share Japanese food in a simple and elegant style."
Icons (pageperfect Nook Book),['Nikodim Pavlovich Kondakov'],"Icon painting has reached its zenith in Ukraine between the 11th and 18th centuries. This art is appealing because of its great openness to other influences - the obedience to the rules of Orthodox Christianity in its early stages, the borrowing from Roman heritage or later to the Western breakthroughs - combined with a never compromised assertion of a distinctly Slavic soul and identity.<br>
This book presents a handpicked and representative selection of works from the 11th century to the late Baroque period."
101 Uses For A Football (summersdale Humour),['Louise Mckay'],"If football ain't your thing, then this title is for you. When World Cup fever strikes, fantasise about a footie-free world in which those bloomin' balls have been turned to better and funnier uses."
Hans Memling (pageperfect Nook Book),['Albert Michiels'],"Im Gegensatz zu seinem Vorgänger van Eyck war Memling,<br>
der lange Zeit als ein weniger bedeutender Maler galt, kein<br>
Hofmaler, sondern ein Maler des Bürgertums. Memling<br>
geriet im 17. und 18. Jahrhundert in Vergessenheit, wird<br>
heute aber aufgrund des seine Porträts prägenden perfekten<br>
Gleichgewichts aus Realismus und Idealisierung als einer der<br>
grösten Maler der Vereinigten Provinzen des 15.<br>
Jahrhunderts angesehen. Seine Kompositionen, zumeist<br>
Diptychen und Triptychen für Altarbilder, offenbaren ein<br>
vergleichbares Talent mit dem van Eycks. Sein Auge für<br>
Details und seine zeichnerische Präzision, seine technische<br>
Meisterschaft und seine kompositorische Begabung brachten<br>
so grosartige Meisterwerke wie Das Jüngste Gericht (1466-1473),<br>
Die mystische Vermählung der Heiligen Katharina (1479) und<br>
Die sieben Freuden Mariä (1480) hervor.<br>
Dieses Buch untersucht auf der Grundlage einer<br>
reichhaltigen Sammlung aus Reproduktionen von Memlings<br>
wichtigsten Gemälden, die die schönen Gesichter und die<br>
von den damaligen künstlerischen Konventionen<br>
vorgesehenen demütigen Posen unterstreichen, das komplexe<br>
Talent dieses bedeutenden Künstlers."
The Portrait Of Mr W.h,"['Wilde, Oscar , 1854-1900']","In 1609, the first edition of Shakespeare’s <i>Sonnets</i> was published, featuring the mysterious dedication: “To Mr W.H.” Ever since, the identity of Mr W.H. has been the subject of a series of fascinating theories—but none quite so ingenious as that of Oscar Wilde’s <i>The Portrait of Mr W.H.</i> Cambridge scholar Cyril Graham spent his days performing in Shakespeare’s plays, and, being somewhat effeminate in nature, he was cast in the female roles. And then he made a rather startling discovery—the “Mr W.H.” to whom Shakespeare dedicated his Sonnets could be none other than Will Hughes, the boy-actor of Shakespeare’s plays! But when no one shares his conviction, he resolves to find another way to convince them."
The Nva And Viet Cong,"['Kenneth Conboy', 'Simon McCouaig']","In 1940 Japan placed Vietnam under military occupation, restricting the local French administration to a figurehead authority. Seizing the opportunity, the Communists organised a Vietnamese independence league, the Viet Minh, whose armed forces became known as the PAVN (more commonly known to the West as the Vietcong, or NVA) and prepared to launch an uprising against the French at the war's end. This text details the history, organisation and uniforms of the People's Army of Vietnam from its origins in the fight against colonialism, through two separate wars against the US and Khmer Rouge, to its role in the modern era."
New Upholstery (mitchell Beazley Interiors Series),"['Nicole Fulton', 'Stuart Weston']","In eye-capturing style, this essential new guide provides everything do-it-yourselfers, design students, and professionals need to prepare and create beautifully upholstered furniture. Featuring 250 dazzling color photos, it provides the lowdown on scouting the antiques market for perfect furniture; choosing the right tools and materials; and selecting from today's innovative and vibrant fabrics-including finishes and trimmings, which are often the key to making or breaking a piece. Novice upholsterers learn a range of basic and complex techniques, from stripping back and top stuffing to springing and making cushions. Eighteen easy-to-master projects bring rewarding results, including a striking Arts and Crafts Easy Chair, sumptuous red suede box stool, soft leather '60s G Plan Chair, sensuous shaped headboard, and elegant 19th-Century sofa. <i>A Selection of the Homestyle Book Club.</i>"
French Brasserie Cookbook: The Heart Of French Home Cooking,['Daniel Galmiche'],"In his brilliant cookbook debut, award-winning chef Daniel Galmiche serves up a superb collection of 100 brasserie recipes executed with a modern Mediterranean twist. These irresistible dishes all showcase the classic principles of brasserie cooking--regional recipes, local ingredients, and homey, comforting flavors. Try his aromatic Roast Leg of Lamb with Garlic &amp; Lavender or wonderful Wild Mushroom &amp; Herb Risotto, followed by a mouthwatering Raspberry Clafoutis. Bon appétit!"
William & Kate: The Love Story: A Celebration Of The Wedding Of The Century,"['Robert Jobson', 'Niraj Tanna']","In November 2010 came the announcement that the nation had been waiting for. Prince William is to marry Kate Middleton. The couple had become engaged in October while they holidayed in Kenya and the news was further proof of how their love story has captivated everyone. And at last this is the true insider account of the relationship which has defined the 21st century. He is the confident young Prince who is the future of the Royal Family. She is the royal bride who is thoroughly modern and has confounded all the stereotypes of how the future Queen Consort should be. Packed with fascinating anecdotes and&nbsp;sharp analysis, this brilliant new book reveals the secrets of the young couple's fairy tale royal romance. They have become an item in an age which holds many news challenges for royalty and their story includes the complete guide to what the future holds for this new royal double act."
101 Amazing Nintendo Nes Facts: Includes Facts About The Famicom,['Jimmy Russell'],"In this fact-filled installment in Jimmy Russell's Games Console History series, we learn 101 amazing facts about Nintendo's seminal NES, the most significant console in Nintendo history. <br>
The facts cover many areas, including the history, the hardware, game titles both rare and popular and some incredible information you probably never knew! Everyone from retro gamers who were there at the time to n00bz who think a PlayStation is Old School will find this excellent eBook jam packed full of fascinating trivia!"
What Did You Say? What Do You Mean?: An Illustrated Guide To Understanding Metaphors,['Jude Welton'],"Jude Welton is the mother of a 9-year-old son with AS. Although originally trained as a child psychologist specializing in autism, she is a freelance writer, writing mainly on the arts. She recently started writing about and for children with Asperger Syndrome. Jane Telford is a long-time friend of the author, and is sensitive to the needs of children with AS. She is an artist and illustrator, who has exhibited paintings and drawings widely in the UK and also internationally."
Hokusai (pageperfect Nook Book),['Edmond de Goncourt'],"Katsushika Hokusai ist ohne Zweifel der seit der Mitte des 19. Jahrhunderts im Westen berühmteste Künstler Japans.<br>
Die Werke Hokusais spiegeln die künstlerischen Ausdrucksformen einer isolierten Kultur wider. Gleichzeitig war er einer der ersten japanischen Künstler, der in Europa Bekanntheit erlangte und grosen Einfluss auf impressionistische und postimpressionistische Maler wie etwa Vincent van Gogh ausübte.<br>
Hokusai galt schon zu seinen Lebzeiten als ein Meister der Kunst des Ukiyo-e. Er fasziniert uns noch heute mit der Vielfalt und Bedeutung seines in diesem Buch in seiner gesamten abwechslungsreichen Breite präsentierten, fast neunzig Jahre umfassenden Werkes.<br>"
Anthony Van Dyck (pageperfect Nook Book),['Victoria Charles'],"La carrera del pintor flamenco del siglo XVII, Van Dyck, fue tan corta como deslumbrante. Fue alumno de Rubens y se convirtió rápidamente en el pintor favorito de príncipes y reyes y fue el retratista de las familias inglesas e italianas de la nobleza. Con sus composiciones rigurosas, Van Dyck dotaba a sus modelos de dignidad, grandeza y espiritualidad. Damas orgullosas, señores retozando con sus caballos: Van Dyck sabía cómo representar la elegancia indiferente y el tedio de una sociedad refinada.<br>
<br>
Fue un pintor barroco con un estilo reluciente, jugaba con una paleta clara y matizada, y reproducía las prendas más virtuosas: el terciopelo, el raso y la seda.<br>
<br>
Van Dyck es considerado el fundador de la escuela inglesa de pintura de retratos. Ejerció influencia sobre Lely, Dobson, Kneller, y en especial Reynolds y Gainsborough, así como también sobre pintores franceses del siglo XVIII."
"A Shot Of Magick (magick Men, Book One)",['Rhyannon Byrd'],"Lachlan McKendrick possesses a renowned sexual prowess impressive among even his own kind. But when the Scottish Warlock's family elders decide it's high time he stop sowing wild oats-and begin planting a few-Lach gets a load of magic like none he's ever known. A curse is placed upon his head, one that has some rather surprising effects on his legendary sex life. The only solution is to find his bith-bhuan gra-his soul mate. And to make matters worse, he's become obsessed with a feisty American. It's bad enough that Lach cannot get the blasted woman out of his mind-but she's mortal to boot!<br>
<br>
And he doesn't do mortals. At least he never has before, but the Scottish stud soon discovers that Evan Hayes has a magic that's all her own-a woman's power to go after what she wants. Together they must challenge the formidable curse to discover that everlasting love can be found under the most magical of circumstances."
Cubism (pageperfect Nook Book),"['Guillaume Apollinaire', 'Dorothea Eimert']","Les Demoiselles d'Avignon: five young women that changed modern art forever. Faces seen simultaneously from the front and in profile, angular bodies whose once voluptuous feminine forms disappear behind asymmetric lines - with this work, Picasso revolutionised the entire history of painting. Cubism was thus born in 1907. Transforming natural forms into cylinders and cubes, painters like Juan Gris and Robert Delaunay, led by Braque and Picasso, imposed a new vision upon the world that was in total opposition to the principles of the Impressionists. Largely diffused in Europe, Cubism developed rapidly in successive phases that brought art history to all the richness of the 20th century: from the futurism of Boccioni to the abstraction of Kandinsky, from the suprematism of Malevich to the constructivism of Tatlin.<br>
Linking the core text of Guillaume Apollinaire with the studies of Dr. Dorothea Eimert, this work offers a new interpretation of modernity's crucial moment, and permits the reader to rediscover, through their biographies, the principal representatives of the movement."
Angel City,['Mike Ripley'],"London in the early 1990s; supposedly the New Age ‘Caring Nineties’. But the streets, it turns out, are not paved with gold, but covered with the homeless living in leeping-bags and cardboard boxes, and often littered with a far more dangerous form of flotsam. For Angel, the city divides into several layers of underworlds and sub-cultures: callous crime and corruption, the growing drug culture, the seedier side of the gay scene, the young and homeless. There is also a more literal underworld where the role-playing game of Dungeons and Dragons can shift from fantasy to real violence at the flick of a wizard’s wand … But most serious of all is that Angel is down on his luck and flat broke. The situation is critical. So critical, he might even have to get a job..."
Macarons,"['Bérengère Abraham', 'Marie-josé Jarry']","Macarons are all the current rage, and this beautiful collection of tried-and-tested recipes allows even first-time macaron makers to try their hand at these luscious delicacies.
<p>This stunning collection of recipes adds a touch of magic to the macaron. From the subtle flavors of the perfect raspberry or lemon macaron to more adventurous combinations of violet and white chocolate or rhubarb and red currant, this book includes 28 recipes for these dainty and delicious treats.</p>
<p>With a set of foolproof step-by-step instructions, accompanied by gorgeous, inspiring photography, this wonderful collection will ensure that even the novice chef can master the perfect macaron for any occasion.<br>
</p>"
Andrea Mantegna And The Italian Renaissance (pageperfect Nook Book),['Joseph Manca'],"Mantegna was born in 1431. He trained in painting at the Padua School where Donatello and Paolo Uccello had previously attended. Even at a young age commissions for Andrea's work flooded in, for example the frescoes of the Ovetari Chapel of Padua.<br>
In a short space of time Mantegna found his niche as a modernist due to his highly original ideas; the use of perspective in his works. His marriage with Nicolosia Bellini, the sister of Giovanni, paved the way for his entree into Venice.<br>
Mantegna reached an artistic maturity with his altarpiece of Pala San Zeno. He remained in Mantua and became the artist for one of the most prestigious courts in Italy - the Court of Gonzague. Despite his links with Bellini and Leonardo da Vinci, Mantegna refused to adopt their innovative use of colour or leave behind his own technique of engraving. The Bridal Suite is considered his most accomplished work."
"Sarah's Seduction (men Of August, Book Two)",['Lora Leigh'],"Men of August - Sarah's Seduction By Lora Leigh<br>
Book 2 in the Men of August series<br>
<br>
On a hot summer night six years before, Brock August showed Sarah Tate a passion that would nearly destroy her. But fear and innocence drove her from his arms and into a marriage she neither wanted, nor found happiness in. Now Sarah is free and she wants that night she lost. One night, a few stolen hours to know the heat and passion of the man she never forgot. But Brock has other plans in mind. A secret, a passion, a desire his brothers share. A desire Sarah will be unable to deny. That is, if she can escape the dark designs of the stalker intent on destroying the August men."
Naive Art (pageperfect Nook Book),['Nathalia Brodskaya'],"Naive art first became popular at the end of the 19th century. Until that time, this form of expression, created by untrained artists and characterised by spontaneity and simplicity, enjoyed little recognition from professional artists and art critics. Influenced by primitive arts, naive painting is distinguished by the fluidity of its lines, vivacity, and joyful colours, as well as by its rather clean-cut, simple shapes.<br>
Naive art counts among it artists: Henri Rousseau, Séraphine de Senlis, André Bauchant, and Camille Bombois. This movement has also found adherents abroad, including such prominent artists as Joan Miró, Guido Vedovato, Niko Pirosmani, and Ivan Generalic."
The Secret Language Of Astrology: The Illustrated Key To Unlocking The Secrets Of The Stars,"['Gillett', 'Roy']","Never before have the inner workings of astrology been laid bare with such clarity and common sense as in this unique book and web link package from renowned astrologer Roy Gillett. Both a history and a practical guide, adorned with superb illustrations and photographs, <i>The Secret Language of Astrology</i> unlocks the secrets of the stars, giving readers the tools to analyze and interpret the complex interplay of influences that shape our lives. Contains a special access code for an Astrolable™ website where readers can create detailed birth charts in seconds!"
Miller's 20th-century Glass (miller's Guides),['Andy Mcconnell'],"Now that the 20th century is over, new historical perspectives are changing the value of collectables more quickly than collectors can follow. An author whose own collections exceed 20,000 glass pieces analyzes and presents over 2,000 pieces of affordable, available 20th-century glass objects in collector-friendly style, going country by country in alphabetical order. His unique timeline chart traces the century's progression of designers such as Per Lütken, Timo Sarpaneva, Nanny Still, and Alexander Hardie Williamson, along with mass-produced works from manufacturers like Holmegaard of Denmark and Littala of Finland; plus, he offers predictions about current designers. Photos of every object are accompanied by design drawings and close-ups of original marks, including hard-to-identify and even missing markings. Value codes are provided for each item."
Welcome Dede! An African Naming Ceremony,['Ifeoma Onyefulu'],"On the day Amarlai's new cousin is named, the guests arrive, prayers are said, the corn wine is blessed and a tiny drop of wine is put on the baby's tongue as she is named. Gifts are offered, and the feasting and dancing begins. Amarlai is happiest of all as at last his cousin has a name-Dede!"
Miller's Care & Repair Of Antiques & Collectibles: A Step-by-step Guide (miller's Collector's Guides),['Judith Miller'],"One way to turn a profit when buying and selling antiques is to purchase a damaged piece, then repair and restore it. But it can be difficult to assess what you should and should not do to get the highest possible return on your collectible.<i>Miller's</i>, the antiques authority, provides invaluable guidance, with this heavily illustrated guide filled with step-by-step sequences and artwork. It clearly explains what an amateur can safely undertake...and when to call in the professionals. Each section, from furniture to ceramics to musical boxes, explains the materials and their common problems, together with causes and prevention. There's advice on siting, display, care, cleaning, handling, and transportation. You'll find categories that similar books often ignore, so whether you're into arms and armor or teddy bears,<i>Miller's</i>has you covered."
Claude Monet (pageperfect Nook Book),['Nathalia Brodskaya'],"Para Monet, el acto de creación siempre fue una dolorosa lucha. Su obsesión por expresar emociones y transmitir el efecto de la luz sobre la naturaleza fue mucho más intensa que la de sus contemporáneos. En sus palabras: ""Las técnicas vienen y van... el arte siempre es el mismo: una transposición de la naturaleza que requiere tanto de la voluntad como de la sensibilidad. Me esfuerzo y forcejeo con el sol... debería pintar con oro y piedras preciosas""."
Paul Cézanne (pageperfect Nook Book),['Nathalia Brodskaya'],"Paul Cézanne, Zeitgenosse der Impressionisten, durch die er am Anfang seines Schaffens beeinflusst wird, hat sich sehr schnell an seinen persönlichen Interessen orientiert, die aus ihm den aVater der modernen Malerei"" machten. Er hat Braque und Picasso wesentlich beeinflusst. Zu Lebzeiten wenig beachtet und von den Kritikern verachtet, setzt sich Cézanne mit einer neuen Sicht der Natur durch, die auf dem Studium der Farben und des Raumes basiert, welche er durch breite, fliesende Striche schafft. Dieses Buch präsentiert eine reiche Auswahl an Bildern des Künstlers, die er in verschiedenen Epochen gemalt hat. Sie ermöglichen es, die stilistische Entwicklung Cézannes genauso wie die Unterschiedlichkeit seiner Themen nachzuvollziehen: Landschaften wie Die Ufer der Marne oder Stillleben wie Früchte und Porträts wie Der Raucher sowie Selbstbildnisse. Sie werden in gleicher Weise präsentiert wie die zahlreichen vorbereitenden Studien, insbesonders die berühmten Badenden. Die Autoren liefern sowohl detaillierte Erklärungen über den Ursprung der Werke als auch über die angewandten Techniken des Künstlers."
The Druid's Primer,['Luke Eastwood'],Perhaps the first serious attempt to collate the vast body of druidic knowledgefrom verifiable ancient sources and Celtic survivals into one usable and practical volume as a handy reference for druids and a learning tool for the would be druid. Inspired by the medieval Irish 'Scholar's Primer' this work is the culmination of 15 years' research and practical exploration of what it means to bea druid in a modern context.
Bonnard And The Nabis (pageperfect Nook Book),['Albert Kostenevitch'],"Pierre Bonnard was the leader of a group of post-impressionist painters who called themselves the Nabis, from the Hebrew word meaning 'prophet'. Bonnard, Vuillard, Roussel and Denis, the most distinguished of the Nabis, revolutionized the spirit of decorative techniques during one of the richest periods in the history of French painting. Influenced by Odilon Redon and Puvis de Chavanne, by popular imagery and Japanese etchings, this post-impressionist group was above all a close circle of friends who shared the same cultural background and interests. An increasing individualism in their art often threatened the group's unity and although tied together by a common philosophy their work clearly diverged. This publication lets us compare and put into perspective the artists within this fascinating group. The works presented in this collection offer a palette of extraordinary poetic expressions: candid in Bonnard, ornamental and mysterious in Vuillard, gently dream-like in Denis, grim and almost bitter in Vallotton, the author shares with us the lives of these artists to the very source of their creative gifts."
Ultimate Cardmaking: A Collection Of Over 100 Techniques And 50 Inspirational Projects,['Sarah Beaman'],"Play your cards right with the only card making guide you’ll ever have to buy! A good greeting card has the power to touch the human heart, and these are the very best. Covering a wide range of occasions from anniversaries and seasonal highlights to children’s cards and invitations, this fabulous collection features the finest work from Sarah Beaman’s two previous books, as well as a range of new and exclusive designs. Packed with creative techniques, step-by-step pictures, and detailed instructions, it outlines every aspect of the process from hand-stitching and beading edges to pressing and attaching flowers. There’s even a wonderful gallery section to provide creative inspiration and make certain that you’ll never want for new ideas in the future!"
Communication Issues In Autism And Asperger Syndrome: Do We Speak The Same Language?,['Olga Bogdashina'],"Providing a theoretical foundation for understanding communication and language impairments specific to autism, Olga Bogdashina explores the effects of different perceptual and cognitive styles on the communication and language development of autistic children. She stresses the importance of identifying each autistic individual's nonverbal language - which can be visual, tactile, kinaesthetic, auditory, olfactory or gustatory - with a view to establish a shared means of verbal communication. She offers an explanation of why certain approaches, for example PECS, might work with some autistic children but not others. Offering real insights, the 'What They Say' sections enable the reader to see through the eyes of autistic individuals and to understand their language differences first hand. 'What We Can Do to Help' sections throughout the book give practical recommendations on what to do in order to help autistic individuals use their natural mechanisms to learn and develop social and communicative skills. The final chapters are devoted to assessment and intervention issues with practical recommendations for selecting appropriate methods and techniques to enhance communication, based on the specific mode of communication a person uses."
D-day Companion: Leading Historians Explore History's Greatest Amphibious Assault (general Military),"['Penrose', 'Jane']","Published to commemorate the 60th anniversary of the Normandy landings, this book brings together the perspectives and opinions of some of the most respected military historians working today. More than a dozen leading historians from either side of the Atlantic have collaborated to produce a unique and incisive examination of the momentous events that surrounded June 6, 1944. Operation Overlord saw two of the Allies' greatest military strategists, Eisenhower and Montgomery, pit their wits against Hitler in a bold bid to liberate continental Europe. Each chapter of this new book focuses on a different aspect of the D-Day landings, from the build-up to the attack to the experiences of the troops on the ground."
The First World War: The War To End All Wars (general Military),"['Geoffrey Jukes', 'Michael Hickey', 'Peter Simkins']","Raging for over four years across the tortured landscapes of Europe, Africa, and the Middle East, the First World War changed the face of warfare forever. Characterized by slow, costly advances and fierce attrition, the great battles of the Somme, Verdun and Ypres incurred human loss on a scale never previously imagined. This book, with a foreword by Professor Hew Strachan, covers the fighting on all fronts, from Flanders to Tannenberg and from Italy to Palestine. A series of moving extracts from personal letters, diaries and journals bring to life the experiences of soldiers and civilians caught up in the war."
Walter Smith The Ibrox Gaffer: A Tribute To A Rangers Legend,['Scott Burns'],"Rangers stars past and present unite to honour one of the most decorated and successful managers in Scottish football – the legendary Walter Smith. Ibrox favourites from across the decades, including heroes like Ally McCoist, Jorg Albertz, Madjid Bougherra, Ian Durrant, Brian Laudrup, Andy Goram, Richard Gough, Nacho Novo, Lorenzo Amoruso, Stevie Naismith and countless others, give their own unique insight into the man they affectionately call their ‘Gaffer’. The Light Blue legends offer their candid views on Walter Smith and tell a host of tales from behind the scenes about the man who led Rangers to their nine-in-a-row success and then returned for his second spell at Ibrox to deliver domestic and European success against all odds. And the one thing they all agree is that Walter Smith is simply the best!"
Roast Figs Sugar Snow: Winter Food To Warm The Soul,['Diana Henry'],"Recipes that will bring warmth to your heart as well as your home.<br>
 Diana Henry invites you to join her at the stove and cook for family and friends with this irresistible collection of recipes gathered from places where the cold winds blow. Based on five years of travel to such chilly climates as New England, Quebec, Russian, Eastern Europe and Scandinavia, Henry offers up nearly 100 recipes for soul-warming, cold-weather cooking.<br>
 There are potato and cheese dishes from Italy's skiing slopes, pastries from the coffee houses of Vienna and Budapest, and maple everything from the sugar houses of Vermont. Illustrated with stunning photography by Jason Lowe that captures the dishes, ingredients and spectacular beauty of the cold seasons, Henry's recipes are the antidote to the winter blues.
<p><!--EndFragment--></p>
<p><!--EndFragment--></p>"
"Natural Law (nature Of Desire, Book Two)",['Joey W. Hill'],"Second in the Nature of Desire series.<br>
<br>
Mackenzie ""Mac"" Nighthorse is a highly respected homicide detective and a career cop. There isn't a dangerous situation that can back him down.<br>
However, the personal becomes uncomfortably entangled in the professional when he goes undercover in a high class BDSM club as a male submissive in order to find a Dominatrix who is winning the trust and then murdering her chosen partners.<br>
<br>
When his path crosses Violet Siemanski's, he realizes he's found a Mistress willing to be his ally in finding the murderess. But Violet is also going to shatter Mac's shields and make him question who he is and what he wants, a challenge more disturbing than any case he's ever worked."
Behind Palace Doors: My True Adventures As The Queen Mother's Equerry,"['Major Colin Burgess', 'Paul Carter']","She was described as the most dangerous woman in Europe by Adolf Hitler; Noel Coward said people who spent any time with her were always reduced to 'gibbering worshippers'; she adored Margaret Thatcher and disliked Germans; she found the French comical and hankered for the old days of Empire and Commonwealth. Above all, though, she was loved by the nation and in this affectionate and often hilarious inside story of Her Majesty Queen Elizabeth the Queen Mother, her former equerry Major Colin Burgess reveals what life was like living with the most private of all the Royals. ""Behind Palace Doors"" is a unique and warmly remembered historic insight into one of our longest-surviving institutions. Constantly fascinating and packed with previously untold stories, this is also a celebration of a life gone - and a way of life fast disappearing."
The Girl With A Brave Heart: A Story From Tehran,"['Jahanforuz', 'Rita']","Shiraz, a kindhearted young girl growing up in Tehran, has a miserable life at home with her stepmother and stepsister, who treat her like a servant. When the wind blows Shiraz's ball of wool into the garden next door, she spends the day helping and caring for the old lady who lives there, with miraculous results. Then her stepmother sends her own daughter off on the same mission…but will the results be the same?"
Fiery Fate (kismet Series #2),['Jaci Burton'],"Solara, faerie princess of D'Naath, is betrothed to a king she's never met. Visiting her sister Noele in Winterland, Solara's departure to the southern kingdom is imminent. But after a misunderstanding she must remain in Winterland with Roarke, the elvin warrior who stirs her blood like no other could. Bound to another, she knows her love for Roarke can never be. But her heart won't listen.<br>
<br>
Roarke's sense of duty and honor rules his life. Though his very soul burns for Solara, she is fated to marry a king and will never be his. He tries to maintain his distance from the scarlet-haired faerie, but their passion cannot be denied.<br>
<br>
Though forbidden, their destiny is inevitable, searing them with a fiery love that cannot be extinguished."
Land Girls,['Angela Huth'],"Soon after the Battle of Britain, three young women - Prue a man-eating apprentice hairdresser from Manchester, Stella a dreamy Surrey girl, giddily in love, and Agatha, a Cambridge graduate - are catapulted from their contrasting worlds and find themselves sharing a dormitory together in the depths of the West Country as land girls, and laying the foundations for a friendship that will last a lifetime."
"The Body, Mind, Spirit Miscellany: The Ultimate Collection Of Fascinations, Facts, Truths, And Insights",['Jane Alexander'],"Spiritual adventurers will savor this book like a fine wine. It features a vast assortment of collected wisdom and mystical miscellany from hundreds of varied sources, all assembled here into a glorious anthology that will be dipped into and pored over again and again. Topics include religion, myth and symbolism, alternative health, the predictive arts, the occult, yoga and meditation, and much more. Readers will learn to understand the language of flowers, how to live in tune with lunar cycles, how to perform an Indian head massage, and what the ancient Romans actually did at their Saturnalia. You’ll even see how to make your own crop circles!"
Angel On The Inside,['Mike Ripley'],"Streetwise chancer Angel is in trouble – again. His partner Amy is being strangely secretive, and when the jailbird who's been stalking her turns out to be her secret ex-husband, he gets caught up in a hazardous escapade involving Welsh gangsters, female private eyes and ferocious cats."
21 Days To Awaken The Writer Within,['Lisa Fugard'],"Studies have shown it takes only 21 days for a new habit to take root. If there's a spiritual interest you've always wanted to take advantage of, the answer is only 21 days away with the 21 Days to Mastery Series.<br>
<br>
How do you sustain your ideas and overcome self-doubt in your talents? How do you transmit your ideas so that the world will take notice? What techniques can you use to create discipline and make your writing sessions a joy? <br>
<br>
We live in exciting times in publishing: anyone with an idea and a computer can reach a worldwide audience, but how do you separate yourself from the thousands competing to be heard? 21 Days to Master Awakening the Writer Within is a warm, comforting guide to stepping into your new life as an empowered author. You'll learn how to generate more ideas, build confidence in your writing and take your manuscript to completion."
Bound Hearts: Submission & Seduction,['Lora Leigh'],"Submission - In her desperation to repair the rift between herself and her daughter, Ella moves back to Virginia, and agrees to allow the ghost of her past back into her life.
<p>As a favor to her daughter, she allows James Wyman, Jesse's twin, to stay the week in her new home. James. Dominating. Sexy. Younger. The man that has filled her most secret fantasies, her most forbidden desires. And James is determined Ella won't escape him again. This time, she will submit.</p>
<p>Seduction - Jesse Wyman knows Terrie's reluctance to accept the desires that are a natural part of him. Desires he sees lurking in the darkest depths of her eyes. But Terrie must accept those needs herself.</p>
<p>In a bold and risky turn, Jesse dares her to seduce him. Challenges her to accept her needs, to push her own boundaries.</p>
<p>She must convince him. She must be willing to risk her heart, her very soul, for the ultimate prize. But is Terrie more daring than even Jesse knew?</p>"
