title,authors,overview
"Morecambe & Wise: Their Funniest Jokes, One-liners And Sketches (comedy Classics)","['Eric Morecambe', 'Ernie Wise']","Morecambe and Wise, comedy legends in Britain, charmed a nation for decades. Here collected together for the first time is a celebration of their finest repartee."
Tuning In To Rf Scanning: From Police To Satellite Bands,['Bob Kay'],"Most of us are familiar with the police monitors commonly found in America's homes, vehicles, and workplaces. But there's much more to radio frequency scanning than listening to police, fire, and ambulance calls. Scanning enthusiasts can monitor aircraft communications, satellite signals, even the Space Shuttle! 
<p>In this eye-opening guide to the world of scanning, expert Bob Kay tells beginners everything they need to know about getting started in this exciting hobby. And experienced scanners will learn how to make their hobby more interesting and enjoyable.</p>"
Tuning In To Rf Scanning,['Bob Kay'],"Most of us are familiar with the police monitors commonly found in America's homes, vehicles, and workplaces. But there's much more to radio frequency scanning than listening to police, fire, and ambulance calls. Scanning enthusiasts can monitor aircraft communications, satellite signals, even the Space Shuttle! 
<p>In this eye-opening guide to the world of scanning, expert Bob Kay tells beginners everything they need to know about getting started in this exciting hobby. And experienced scanners will learn how to make their hobby more interesting and enjoyable.</p>"
The Silver Chair,['C. S. Lewis'],"Narnia...where owls are wise, where some of the giants like to snack on humans (and, if carefully cooked, on Marsh-wiggles, too), where a prince is put under an evil spell...and where the adventure begins.
<p>Eustace and Jill escape from the bullies at school through a strange door in the wall, which, for once is unlocked. It leads to the open moor...or does it? Once again Aslan has a task for the children, and Narnia needs them. Through dangers untold and caverns deep and dark, they pursue the quest that brings them face to face with the evil Witch. She must be defeated if Prince Rilian is to be saved.</p>
<p> King Caspian's beloved son Prince Rilian has disappeared. Aslan sends Eustace and his school friend Jill to Narnia on a quest to search for the young prince and defeat the evil Witch.</p>


                        <p>Two English children undergo hair-raising adventures as they go on a search and rescue mission for the missing Prince Rilian, who is held captive in the underground kingdom of the Emerald Witch.
</p>"
Netscape Communicator Windows,['Bryan Pfaffenberger'],"Netscape Communicator succeeds Navigator 3.0 as Netscape's open email, groupware, and browser software suite. Netscape Communicator is filled with tips and tricks that all levels of users, from beginners to intermediates, will find helpful and interesting. Whether you're surfing the external Internet or using Netscape Communicator on a corporate intranet, you'll find that this book is the ideal companion and tutorial for everything Communicator offers.

                        <p>With this book in hand, readers get all the knowledge needed to master the many components of Netscape Communicator Professional Edition while enjoying the same fun and no-nonsense style found in Bryan Pfaffenberger's previous <i>Netscape Navigator</i> books. <i>Netscape Communicator</i> is filled with tips and tricks that all level of users, from beginners to intermediates, will find helpful and interesting. Whether you're surfing the external Internet or using Netscape Communicator on a corporate intranet, you'll find that this book is the ideal companion and tutorial for everything Communicator offers. <i>Navigator</i> 4.0 web browser
</p>"
"Nitric Oxide, Part A: Sources And Detection Of No; No Synthase, Volume 268 (methods In Enzymology)","['Elsevier Science', 'Helmut Sies', 'Melvin I. Simon']","Nitric oxide, recently named""Molecule of the Year""by the journal <i>Science</i>, impinges on a wide range of fields in biological research, particularly in the areas of biomedicine and cell and organismal biology, as well as in fundamental chemistry. This volume and its companion Volume 269 highlight the most current and up-to-date methods used to research the physiology and toxicity of nitric oxide in cellular and organismal systems. It will be a valuable resourcefor the experienced researcher as well as for those newly entering the field.
<p>Key Features<br>
* Generation, detection, and characterization of biological and chemical sources of nitric oxide<br>
* Biochemistry and molecular biology of enzymes and proteins associated with nitric oxide metabolism</p>


                        <p><b>Audience:</b> Biochemists, molecular biologists, physiologists, pharmacologists, cell biologists, biomedical researchers, and neuroscientists.
</p>"
Web Photoshop 5 To Go,['Jason I. Miletsky'],"No hype, no fluff; just real answers for getting the job done faster, smarter, and better: We've distilled all the tips, techniques, and troubleshooting you need into one fast-access book for experienced Photoshop users and Web pros! Backgrounds, buttons, navbars, transparencies, text effects, image maps, rollovers, animation, faster downloads, better quality ... and a Free companion web site filled with more tips and techniques..."
Montreal/quebec City Access (access Guides),['Access Guides Staff'],"No other guide provides such instant and portable access to Montreal and Quebec City as this ACCESS guide. Organized by neighborhood and filled with striking graphics and detailed maps, the guide lets you see at a glance where you are, where you're headed, and what special attractions await you just around the corner."
The Last Navigator,['Stephen D. Thomas'],"Nonfiction account of a young American man's sojourn in the South Pacific, on the Micronesian island of Satawal in the Caroline archipelago, studying traditional navigation with Mau Piailug, the last of the palus. It was Piailug who navigated a Polynesian vessel from Hawaii to Tahiti without compass or charts, as documented by a PBS film of the voyage. Thomas learns how to navigate by stars, wind, swell, birds, and memory. It is a story of seafaring, a dying culture, and self-discovery."
Time On Ice: A Winter Voyage To Antarctica,"['Deborah Shapiro', 'Rolf Bjelke']","Nonfiction narrative of a couple's two-year voyage from Sweden to Antarctica aboard their 40-foot sailboat, during which they allow themselves to be frozen into an isolated Antarctic Pennisula anchorage where they stay through the winter for a total of one year. An ambitious expedition carried out with thorough planning and superb seamanship. The sights, sounds, and thoughts of bluewater voyaging and an Antarctic winter conveyed through easy-flowing text and first-class photos.

                        <p>Deborah Shapiro and Rolf Bjelke supply prose and photos.
</p>"
Mcgraw-hill's Compound Interest Annuity Tables,"['Jack C. Estes', 'Dennis R. Kelley']","Now realtors,bankers,and investors seeking to quickly evaluate financial opportunities and make better investment decisions faster can consult this definitive tables book for solving virtually all interest and value problems related to investing,loans,annuities,accumulating wealth,and much more. For exceptional utility,this edition includes daily compounding-in addition to monthly,quarterly,semiannual and annual compounding-as well as concise explanations,revised practice problems,a glossary,and new examples that help readers avoid common errors.

                        <p>Realtors, bankers, and investors seeking to evaluate financial opportunities and make better investment decisions can consult this definitive tables book for solving virtually all interest and value problems related to investing, loans, accumulating wealth, and much more. The new edition contains daily compounding, a glossary, and lucid examples for exceptional utility.
</p>"
"The Used Car Book, 1998",['Jack Gillis'],"One of the best sourcebooks available for used car buyers, this comprehensive guide by a foremost automotive consumer expert profiles more than 150 types of cars and minivans. 300 photos."
The Good Pub Guide: The Original Bestselling Guide To Over 5000 Of Britain's Finest Pubs (good Guides),['Alisdair (ed) Aird'],"One of the pleasures of traveling in Britain is its pubs, many of which are not only rich in history and atmosphere, but are also a good source for hearty meals and inexpensive lodging. The <i>Good Pub Guide</i> features entries for more than 1,300 pubs in England, Scotland, Wales, and the Channel Islands. It includes detailed descriptions of pubs that have been personally inspected and assessed for food, drink, atmosphere, prices, hours, and policies regarding children. A further 4,000 readers' recommendations are sketched for all countries, and specialist listings highlight, for example, waterside pubs, pubs with fine wine lists, and those with gardens and non-smoking areas. With a helpful map section and a wealth of detailed information, The <i>Good Pub Guide</i> remains an essential companion for the traveler to Britain. Alisdair Aird is the editor of The Good Guide to Britain."
Climbing: A Woman's Guide,['Shelley Presson'],"OR WOMEN WHO WANT TO EXPLORE THE VERTICAL DANCE
<p>Women are flocking to climbing gyms and crags across the country. They are naturally suited to climbing because of their flexibility and innate sense of balance. This comprehensive guide provides a wonderful resource for anyone from the novice considering taking up the sport to the experienced climber looking for strength exercises,tips,and advanced movement techniques to improve her climbing. Let Shelley Presson,a former professional competition sport climber and climbing instructor,take you through a comprehensive,step-by-step approach to getting started and advancing in climbing:</p>
<p>* Learn basic techniques such as tying into a harness,staying in balance as you climb,and being safe,indoors and outdoors</p>
<p>* Improve your movement with climbing exercises for indoor walls,bouldering,and traditional climbs</p>
<p>* Learn how to use all types of holds,how to use your feet instead of your arms,and the basics of face and crack climbing</p>
<p>* Understand the ins and outs of climbing gear—harnesses,shoes,rope,and helmets—before you invest</p>
<p>* Use Shelley's mental tricks to overcome obstacles preventing you from progressing as a climber</p>
<p>[series copy]</p>
<p>Ragged Mountain Press Woman's Guides—the first book series for the growing number of women who are active outdoors.</p>"
Access Montreal and Quebec City,['Richard Saul Wurman'],"Organized by neighborhood, the ever-popular ACCESS guides offer convenient, detailed coverage of places to see and things to do in locales around the globe. Along with color-coded maps, each guide includes price and quality ratings, notes on local history and architecture, and a Bests section featuring personal recommendations by well-known residents of the area."
Introduction To Powerpoint,['Jack Leifer'],"Part of <b>Esource</b>—Prentice Hall's Engineering Source, this book provides a complete, flexible introduction to using PowerPoint for technical presentations. Featuring over 25 modules and growing, the ESource series provides a comprehensive resource of engineering topics. Quick introduction to PowerPoint, using graphics, animation effects, rehearsing. For any Engineer or Computer Scientist interested in a brief introduction to the subject."
Hco French Grammar (harpercollins College Outline Series),['Julio Celestin'],"Prepared for students by renowned professors and noted experts, here are the most extensive and proven study aids available, covering all the major areas of study in college curriculums. Each guide features: up-to-date scholarship; an easy-to-follow narrative outline form; specially designed and formatted pages; and much more."
Acupuncture without needles,['the author'],"Presents the 5,000 year old incredible Chinese ng are of acupressure - acupuncture without needles. A step-by-step easy demonstration of how to apply finger-pressure acupuncture to almost any part of the body for the speedy relief of pain and discomfort."
Mcse Networking Essentials Study Guide (exam 70-58),"['Syngress Media Inc.', 'Global Knowledge Network']","Professional Certification is today's hottest bookselling market because of the high demand for proven talent in managing mission critical networks. Acting as a universally recognized passport,certification protects employers from letting amateurs loose on their valuable systems and offers systems technicians and administrators an almost instant $10-15,000 salary hike upon accredidation. No wonder that over 100,000 technical managers will seek certification this year—paying up to $7,000 for professional training and exam preparation. 
<p>Get Certified with the global Knowledge Network Advantage! Global Knowledge Network Study Guides are designed with one goal in mind: to help you pass a specific MCSE exam. no fluff or false promises. Just the most focused and authoritative material available,based on thousands of hours of research and classroom experience-plus more practice exam questions than any other available study guide. Because Global Knowledge Network trains more than 150,000 network professionals each year,they can highlight specific areas in the exam that are the toughest to master,then fine-tune their instruction to match the most recent changes in Microsoft's exam objectives. Curriculum-based,classroom-proven,and exam-tested - the Global Knowledge Network Advantage puts you on the fast track to your valuable MCSE credentials.</p>
<p>The closest you can get to actually being in the classroom!</p>
<p>EXAM WATCH - Warnings based on thorough post-exam research identifying the most troublesome exam questions - and how to answer them correctly!</p>
<p>FROM THE CLASSROOM - Discussions of important issues direct from the classrooms of global Knowledge Network's award -winninginstructors.</p>
<p>CETIFICATION EXERCISES - Step-by-step exercises that focus on specific skills most likely to be on the exam.</p>
<p>TWO-MINUTE DRILL - Quick and concise checklists that summarize a chapter's main points - perfect for last-minute review!</p>
<p>CHAPTER SELF TESTS - Reinforce your learning experience with chapter-specific questions similar to those found on the exam.</p>
<p>HOW TO TAKE THE EXAM - Key pointers on how to maximize your chances for success on exam day.</p>
<p> FREE MEMBERSHIP TO GLOBAL KNOWLEDGE NETWORK'S ACCESS GLOBAL WEB SITE - Get MCSE exam updates,assessment tools and tips for success.</p>"
Bottom-line Plant Management,['Martin R. Smith'],"Provides literally dozens of ready-to-use techniques, tools, and plant-tested methods that can improve profits and reduce costs in any manufacturing business, large or small, regardless of product line."
Cisco Ccnp Test Yourself Practice Exams,['Inc. Syngress Media'],"Put your skills to the test using the comprehensive and current Self-Testing guide for CCNP candidates! This easy-to-use, self-paced book features more than 500 exam-based practice questions to test your knowledge - and richly detailed, instructive answers from the experts to expand your understanding. Plus, hundreds of the practice questions are the challenging scenario-based type. Best of all, the book is based directly on the Cisco CCNP exams, so it contains the most relevant, up-to-date Q&amp;A material available."
Learning To Solve Problems With Technology A Constructivist Perspective,['Jane Howland'],"Rather than focus on technology as a tool to <i>teach with,</i> this book stresses that technology—video, hypermedia, the Internet, etc.—is an excellent tool to <i>learn with.</i> The emphasis is on learning to solve problems. By concentrating on problem solving with several specific media, the authors show how a variety of technologies can be used to engage students in personally and socially constructed meaning. They address the Internet, and how it can be used to foster community building; video, and how naturally students take to being behind the camera; and multimedia, as a new form of interactive literacy. The Internet material also includes a section on creating a personal or group website, plus coverage of cybermentoring. For teachers in computer classes and media centers—of students at all grade levels."
"Boatowner's Mechanical & Electrical Manual: How To Maintain, Repair, And Improve Your Boat's Essential Systems",['Nigel Calder'],"Regardless of your skill level,Boatowner's Mechanical and Electrical Manual makes boat maintenance and repair fast,fun and easy! Hundreds of tips and techniques for maintaining,troubleshooting and fixing every working part and system on your boat—all clearly explained in step-by-step detail. How to make sure your boat's electrical system provides all the power you need; Common and little-known tips for keeping your batteries and charging system safe and trouble-free; Simple test procedures for grounding circuits on boats; Best way to prevent galvanic corrosion on newly installed equipment; Easy,reliable way to make sure your inverter can handle peak AC appliance load; Often overlooked preventive maintenance for diesel engines. What to do right after start-up,while in use and at regular intervals during the season to ensure years of trouble-free boating; 8-point troubleshooting procedure for poor pickup; How to replace a transmission output-shaft oil seal. 5 simple steps to stop loss of transmission oil; Secret trick for keeping deck hardware fastened tight no matter how excessive the loads. Works every time. 7 safety tips for repairing masthead lights and other fixtures on top of the mast; and much,much more. 
<p><i>Regardless of your skill level,</i>Boatowner's Mechanical and Electrical Manual makes boat maintenance and repair fast,fun and easy!</p>
<p>Nigel Calder delivers hundreds of tips and techniques for maintaining,troubleshooting and fixing every working part and system on your boat­­all clearly explained in step-by-step detail. You'll discover:</p>
<ul>
<li>How to make sure your boat's electrical system provides all the power you need</li>
<li>Common andlittle-known tips for keeping your batteries and charging system safe and trouble-free</li>
<li>Simple test procedures for grounding circuits on boats</li>
<li>Best way to prevent galvanic corrosion on newly installed equipment</li>
<li>Easy,reliable way to make sure your inverter can handle peak AC appliance load</li>
<li>Often overlooked preventive maintenance for diesel engines</li>
</ul>
<p><i>Boatowner's Mechanical and Electrical Manual</i> shows you what to do right after start-up,while in use,and at regular intervals during the season to ensure years of trouble-free boating,including:</p>
<ul>
<li>Eight-point troubleshooting procedure for eliminating poor pickup</li>
<li>How to replace a transmission output-shaft oil seal</li>
<li>Five simple steps to stop the loss of transmission oil</li>
<li>Tricks for keeping deck hardware fastened tight no matter how excessive the loads</li>
<li>Seven safety tips for repairing masthead lights and other fixtures on top of the mast</li>
<li>And much,much more</li>
</ul>"
Acupuncture Without Needles,['J.v. Cerney'],"Revised and updated with new detailed illustrations for a contemporary look, this book presents acupressure in terms that anyone can understand and use in the privacy of his or her own home. The author demonstrates step by step how to apply this ancient Chinese healing art of finger-pressure techniques to treat a wide variety of ailments such as fatigue, migraine, colds, tension, loss of hearing, eye problems, blood pressure problems, and many more. With new illustrations, this book lets the reader see where pain or discomfort begins, how it may show up in other parts of the body, and how to use this needle-less technique to eliminate it.
<p>This is the original book on the subject and a popular alternative medicine classic that has sold successfully for more than twenty years. With over 100 clear, useful illustrations, it is the most user-friendly book on the market.</p>"
Windows 98 Answers! Certified Tech Support,"['Martin Matthews', 'Carole Boggs Matthews']",Save time and money! Technical support at your fingertips! Discover hundreds of easy-to-find answers to questions from installation and customization to setting up your network. Endorsed by Stream International -- world's leading support firm! BONUS! Instantly see how to perform the most important functions with the tearout instant answers card.
Successful Shark Fishing (successful Fishing),['A. J. Campbell'],"Sharks are one of the most popular big-game species among sportfishing enthusiasts worldwide,but the behavior of these graceful and dangerous fish is an enigma to most shark anglers. Part of Ragged Mountain Press's new series of well-illustrated,user-friendly,single-species fishing guides,this manual focuses on the key ingredients to successful sharking,providing angles with a full understanding of habits and habitat of every type of shark caught for sport. Campbell describes the physical characteristics,food preferences,olfactory capabilities,migratory habits,and water temperature limits of each species. Although he includes cleaning and cooking instructions,Campbell emphasizes the importance of protecting blues,makos,and other commercially exploited shark species by catching and releasing."
Sweet Caroline,['Christopher Anderson'],"She is the heiress to a legacy of power, wealth, unfulfilled promise, and unspeakable tragedy. Her father was gunned down before a stunned world forty years ago, forever changing the course of history. Her mother became the most celebrated American woman of the twentieth century - an icon of style, glamour, and personal courage. Her brother was the most promising Kennedy of his generation - a global heartthrob who was killed when his plane crashed within sight of his mother's estate on Martha's Vineyard.<p>Through it all, the sole surviving member of Camelot's First Family, Caroline Kennedy, has remained largely a mystery. Until now. Christopher Andersen draws on important sources - many speaking here for the first time - to provide a full, compelling portrait of Caroline, the young wife and mother left to carry on in her legendary family's name.</p>"
Electricity And Magnetism Fundamentals: Funtastic Science Activities For Kids,['Robert W. Wood; Illustrator-bill Wright'],"Simple principles of electricity and magnetism come alive with these hands-on activities. Children can easily do these simple yet fascinating activities in static electricity, magnetic induction and polarity, conductors and insulators and more...with just a little help from parents or teachers using readily-available household materials. While rooted in solid scientific theory, these entertaining activities are geared towards children's interests, and can each be completed in less than one hour. No expertise in physics is required; everything is outlined in step-by-step instructions, a materials list, background material, and expected outcome of each experiment.

                        <p>Provides instructions for a variety of experiments to demonstrate the nature of electricity and magnetism and the relationship between them.
</p>"
Electricity And Magnetism Fundamentals,['Robert W. Wood'],"Simple principles of electricity and magnetism come alive with these hands-on activities. Children can easily do these simple yet fascinating activities in static electricity, magnetic induction and polarity, conductors and insulators and more...with just a little help from parents or teachers using readily-available household materials. While rooted in solid scientific theory, these entertaining activities are geared towards children's interests, and can each be completed in less than one hour. No expertise in physics is required; everything is outlined in step-by-step instructions, a materials list, background material, and expected outcome of each experiment.

                        <p>Provides instructions for a variety of experiments to demonstrate the nature of electricity and magnetism and the relationship between them.
</p>"
Amazing Laws Of Cosmic Mind Power,['Joseph Murphy  Ph.d.  D.d.'],"Simple techniques for gaining what we desire in life.<br>
Happiness and success are goals we all strive for. But how do we achieve these goals, and how do we protect ourselves if we fail? The answer lies within the power of the mind.<br>
 Dr. Joseph Murphy, one of the world's best—known authorities on the power of the subconscious mind, shows readers not only how to unleash this power, but how to harness it and effectively use it to change their lives.<br>
 Fully updated to reflect the sensibilities of the 21st century, this revised edition of a self—help classic is the key to overcoming the psychological barriers that stand in the way of greater material, spiritual, and emotional wealth.<br>
 The Amazing Laws of Cosmic Mind Power, Revised and Expanded<br>
 125,000 copies sold in its first edition<br>
 Murphy provides revolutionary mind—focusing techniques that have helped countless thousands discover the laws of cosmic mind power and apply them to their daily lives. Combining the insights of world religion with the discoveries of modern psychology, readers will reach new levels of spiritual understanding that will allow them to bring forth new health, new happiness, new prosperity, and a wonderful new life of inner fulfillment. Packed with examples of actual success stories, readers learn how they can change themselves from within to overcome illness, find love, increase their business by 300%, and advance to executive career positions.<br>
 
<p>Author Biography: The late Joseph Murphy, Ph.D., D.D. was one of the world's best—known authorities on the power of the subconscious mind. He is the author of more than thirty books on mysticism and the subconscious mind. He is a familiar name to millions of readers and his teachings still have a strong following. Ian D. McMahan, Ph.D. has spent many years as a lecturer, teacher, and researcher in the field of motivation. His books include Get it Done!: A Guide to Motivation, Determination and Achievement, Secrets of the Pharaohs, and such novels as Footwork and Lake Fear. In Spring 2000, he revised Joseph Murphy's The Power of Your Subconscious Mind (Prentice Hall Press.)<br>
</p>"
Simple Tent Camping: The Basics of Camping from Car or Canoe,"['Zora Aiken', 'David Aiken']","Simple Tent Camping is for occasional campers,especially those with families in tow,offering field-tested advice on how to make tent camping more comfortable and enjoyable. Everything from occupying kids on rainy days to dealing with electrical storms is covered. Error-proof checklists are included."
Santa's Short Suit Shrunk: And Other Christmas Tongue Twisters (i Can Read. Level 1),['Nola Buck'],"Six snowmen sniffle. <br>
<br>
Gregg gets Glenn a great green gift. <br>
<br>
Celebrate the season with silly sentences about Santa! These tricky tongue twisters are simply super as a stocking stuffer or perfect for packaging as a pretty present if you prefer. Nola Buck's zany tongue twisters and Sue Truesdell's hilarious illustrations are sure to bring happy holidays to beginning readers everywhere.<br>
 
<p>Author Biography: Laura Godwin has written several I Can Read Books under the name of Nola Buck including the popular <i>Creepy Crawly Critters and Other Halloween Tongue Twisters</i> and <i>Santas Short Suit Shrunk and Other Christmas Tongue Twisters</i>. Ms. Godwin lives in New York City.</p>
<p>Stacey Schuett has illustrated many popular picture books including the Lets-Read-and-Find-Out Science Book <i>Day Light, Night Light: Where Light Comes From by Franklyn M. Branley and Somewhere In The World Right Now</i> which she also wrote.</p>


                        <p>A collection of Christmas tongue twisters, including ""Sarah says she's sure she saw Santa"" and ""Greg gets Glenn a great green gift.""
</p>"
"Business , Government And Society: A Managerial Perspective, Text And Cases","['George A. Steiner', 'John F. Steiner']","Steiner &amp; Steiner,the leading Business &amp; Society text,is about the interrelationships among business,government,and society and how they effect business managers. Managers steer companies through a world continuously altered by environmental forces that reshape the economic,cultural,political,technological and ecological terrain on which companies operate. Numerous stakeholders challenge traditional ideas about when corporations are being ethical and socially responsible. These two forces create a web of complex,challenging and threatening relationships for managers,both domestically and internationally. Four basic analytical approaches are presented as alternative ways of picturing the interrelationships: 1) Market Capitalism; 2) Dominance; 3) Dynamic Forces; 4) Stakeholder. The texts analytical models are as follows : 1) Focus on Strategic Management; 2) Interdisciplinary Approach with a Managerial Focus; 3) Comprehensive Scope; 4) Focus on Theory; 5) Historical Perspective; 6) Global Perspective. 
<p> Steiner and Steiner,one of the first books in this course area,has benefited greatly from the reputation of its authors. George Steiner,the father in this father-and-son team,is one of the pioneers in the field. The text includes coverage of all the distinct content areas and is one of the most complete on the market. The book is well researched and includes the latest thinking on the ethical implications of business in its relation to society. It uses case examples to illustrate the concepts and to show the application of theory to practice.</p>"
Who Killed Olive Souffle?,['Margaret Benoit'],"Stranded in a snowstorm, Detective Angel Cardoni finds shelter in a country inn and restaurant, not yet open for the ski season. Cardoni and her dog Miro are just settling in when a scream pierces the air. . .and Olive Souffle, the inn's French chef, is found dead on the gritty floor of the walk-in freezer. Who flattened Souffle? You, the reader, and Detective Cardoni must set to work finding out whodunit, with the only forensic tools available: the inn's kitchen supplies!

                        <p>Stranded in a snowstorm, detective Angel Cardoni and her German shepherd find shelter in a country inn where she attempts to solve the mystery of the murder of a French chef.
</p>"
Structures Of Our Time: 31 Buildings That Changed Modern Life,['Roger Shepherd'],"Structures of Our Time celebrates the power of architecture to touch us all with unprecedented in-depth portraits of the 31 winners of AIA's prestigious annual prize, which acknowledges a structure whose significance has stood the test of a quarter century of time.
<p>From Fifth Avenue-shaping Rockefeller Center, the first AIA honoree in 1969, to Richard Meier's Darien, Connecticut, Smith House, created in 1965 to 1967 and winner of the year 2000 prize, this book investigates the structures that mark and define our era.</p>
<p>In the company of their architects and admirers, users and bystanders, clients and critics, Structures of our Time probes innovations and influence. Each portrait of a prizewinner reveals new aspects of the meaning of structures -- from the feelings and perceptions of inhabitants to reverberations through community and culture, to architects' memories of projects' conceptions, to how the creators regard their works today.</p>
<p>In Structures of Our Time, you'll explore the ways architecture gives identity, shape, and pleasure to communities. You'll witness the birth of important new forms and innovations: the garden city; the corporate campus; environmental design; the glass box; the house redefined; the sublime intersection of beauty and technology.</p>
<p>Through this scrutiny, this book raises the central questions of architecture: What makes a building great? How do structures affect the lives around them? Beyond the physical, what in architecture endures?</p>
<p>Featuring work by immortals such as Frank Lloyd Wright; Skidmore, Owings &amp; Merrill; Louis Kahn; Ludwig Mies van der Rohe; Eero Saarinen; and Charles and Ray Eames, Structures of Our Time takes you behind the drawing boards where historic breakthroughs first appeared. With each turn of the page, you enter more deeply into the minds of the greatest architectural thinkers of our time, exploring creations whose reach encompassed art and penetrated culture.</p>
<p> With beautiful graphic design, original drawings and renderings never before publicly available, and superb production values supervised by Architectural Record, this book on the most influential of buildings is certain to exert its own influence. To open this book is to make discovery after discovery. To own it is to have a lifetime of insight and inspiration always at hand.</p>"
Police-Community Relations and the Administration of Justice,"['Pamela D. Mayhall', 'Thomas Barker', 'Ronald D. Hunter']","Substantive-yet accessible-this overview of police-community relations focuses on the importance of, and strategies for, positive interaction in dealing with the many turbulent issues which affect crime control in America today. The book addresses a challenge that all criminal justice practitioners-police, courts, and corrections-must confront...the development and maintenance of meaningful relationships with one another and with the citizens they serve. Topics include police-community relations-an overview; public relations and community relations-a contrast; community policing; the public and the police-a consortium of communities; relations within the police organization; police role concept in a changing society; coping with the human experience of being a cop; the communication process; police discretion and community relations; the media link; special populations and the police; community relations in the context of culture; the dilemmas of dissent and political response; conflict management; and community control-a continuum of participation. For police, court, corrections, and other criminal justice professionals."
The Career Psychology Of Women,['A. L. Betz'],"Summarizing literature from the twenty-year-old field of women's career development, this book brings scholars and professionals up-to-date in their understanding of the factors influencing women's career choices and career adjustment across the life span. It serves as a vital base for theoretical and empirical work in the study of women's career development.
<p>Key Features<br>
* Success and satisfaction The interface of home and work<br>
* Dual-career couples<br>
* Sexual harassment<br>
* The influence of education<br>
* Self-concept and sex role-related characteristics</p>


                        <p>Summarizing literature from the twenty-year-old field of women's career development, this book brings scholars and professionals up-to-date in their understanding of the factors influencing women's career choices and career adjustment across the life span. It serves as a vital base for theoretical and empirical work in the study of women's career development.
</p>"
"Surface Activity: Principles, Phenomena And Applications (polymers, Interfaces And Biomaterials)",['Kaoru Tsujii'],"Surfaces and interfaces are concepts of fundamental importance in materials science and technology. All materials have surfaces. When two or more materials are put together, interfaces appear. In composite materials, interfaces play a crucial role in determining mechanical, optical, and electronic properties.<br>
<br>
Surfaces and interfaces can be dramatically altered when surfactant molecules are applied to them, modifying not only the interactions between two materials at the interface, but also the bulk properties of a composite. Surfactants are key materials in processes involving adhesion, coating, mixing, domain formations, and many other phenomena in the medical, pharmaceutical, chemical, and electronic industries.<br>
<br>
Surfactants exhibit a variety of interesting phenomena such as formations of micelles, vesicles, layers, and gels. They provide a fascinating example of self-assembly. Surfactants have many phases and undergo phase transitions between them. Understanding these phenomena is a great challenge for physics and chemistry, and is of increasing technological importance.<br>
<br>
Dr. Kaoru Tsujii is one of the pioneers and leaders in the science and technology of surfactants. He has long expolored the field, both in theory and in industrial applications, and seeks to demonstrate applications of surfactants in our everyday life and industry. The book will serve as an excellent text and reference for researchers and students who wish to know more about surfactants.

                        <p><b>Audience:</b> Researchers, engineers, professors, and graduate students in materials science (polymers) fields, chemical engineering, chemistry, and pharmacology.
</p>"
The Essential Snowshoer: A Step-by-step Guide,['Marianne Zwosta'],"Take a hike. . . A winter hike. Whether it's a leisurely stroll in your neighbor park or a week-long backcountry trek,snowshoeing is the key to enjoying winter rather than enduring it. And here's the perfect introduction to this refreshingly uncomplicated sport. The Essential Snowshoer offers all the information you need to get started: choosing the right pair of snowshoes from the large number of types available; planning an outing; dressing comfortably—and warmly; bringing the right equipment; plus tips on safety and where to look for clubs and other resources. techniques or complex theories to learn,and requiring only modest physical effort not all that different from walking,snowshoeing is the fastest growing winter sport—also due in some measure to the development of high-tech,lightweight,maintenance-free snowshoes. The Essential Snowshoer is the perfect introduction to this refreshingly uncomplicated pursuit that Newsweek has said ""could become the hottest snow sport of the `90s. "" Rudimentary enough for neophytes,this pithy guide also covers more advanced skills used in snowshoe running,racing,and winter backcountry travel. Using the reader-friendly,highly visual format of other books in the Essential series,professional outdoor teacher and guide Marianne Zwosta explains step by step how to get started and gradually embrace greater challenges. She offers plenty of advice on staying warm,comfortable,and safe—regardless of the conditions."
Tcl/tk Programmer's Reference,['Chris Nelson'],"Tcl and Tk graphical toolkit are powerful building blocks for creating dynamic Web content and graphical user interfaces—user base is 1 million and growing. Covers all basic Tcl language elements,Tk commands,widgets,and options. Quick,concise,accurate,and portable—ideal for everyday use. ""Programmer's Tip"" text boxes showcase author expertise and provide recommended approaches to different situations. 
<p>Create Dynamic Applications and GUIs with This Handy Resource! Inclues Tcl/Tk 8. 2. Develop cross-platform applications,GUIs,and CGI scripts using the essential information on Tcl contained in this quick reference. You'll find everything you need to know abut Tcl,including cross-referenced descriptions of all Tcl and Tk commands,and pointers to many free Tcl extensions and resources. Loaded with expert advice and clear examples,the Tcl/Tk Programmer's Reference fully explains all of Tcl's powerful commands and features.</p>
<p>Keep it handy while you program and you will: Find all of the information you need on Tcl scripting elements; Master all of Tk's commands,wqidgets,and options; Learn fast,inexpensive,and flexible ways to create powerful GUI applications for Microsoft Windows,UNIX,and Mac OS environments; Get expert advice in unique ""Programmer's Tip"" elements scattered throughout.</p>"
Beginner's Spanish dictionary,['Harperresource'],"The <i>HarperCollins Beginner's Spanish Dictionary</i> is an innovative new dictionary designed specifically for anyone starting to learn Spanish. The dictionary is designed to be easy to read, easy to use, and easy to understand. The comprehensive entries highlight key translations, all essential set expressions, and have clear, helpful examples to show how to best use the translation."
