,id,origin,title,author,description,full_entry
4799,4799,Canadian,The Carnivorous Lamb,Agustin Gomez-Arcos,"The latest in the Little Sister's Classics series resurrecting gay and lesbian literary gems: a viciously funny, shocking yet ultimately moving 1975 novel, an ...","The Carnivorous Lamb by Agustin Gomez-Arcos: The latest in the Little Sister's Classics series resurrecting gay and lesbian literary gems: a viciously funny, shocking yet ultimately moving 1975 novel, an ..."
4800,4800,Canadian,The Carpenter,Matt Lennox,"The Carpenter is set in a God-fearing small Ontario town in the 1980s, a town rife with secrets, grudges passed through the generations and an undercurrent of ...","The Carpenter by Matt Lennox: The Carpenter is set in a God-fearing small Ontario town in the 1980s, a town rife with secrets, grudges passed through the generations and an undercurrent of ..."
4801,4801,Canadian,The Case of the Pitcher's Pendant,Tee Morris,"Chicago, 1930, and following the financial calamity of Black Thursday, Billi is doing everything he can to keep his business afloat. The change in seasons, ...","The Case of the Pitcher's Pendant by Tee Morris: Chicago, 1930, and following the financial calamity of Black Thursday, Billi is doing everything he can to keep his business afloat. The change in seasons, ..."
4802,4802,Canadian,The Case of The Unsuitable Suitor,Cathy Ace,"The Women of the WISE Enquiries Agency are back.When the village's prodigal son, Huw Hughes, returns and sets his cap at Annie Parker, village publican Tudor ...","The Case of The Unsuitable Suitor by Cathy Ace: The Women of the WISE Enquiries Agency are back.When the village's prodigal son, Huw Hughes, returns and sets his cap at Annie Parker, village publican Tudor ..."
4803,4803,Canadian,The Cashier,Gabrielle Roy,"In Alexandre Chenevert, the Montreal bank teller trapped by his narrow environment and acutely aware of his loneliness, Gabrielle Roy has created a vivid and ...","The Cashier by Gabrielle Roy: In Alexandre Chenevert, the Montreal bank teller trapped by his narrow environment and acutely aware of his loneliness, Gabrielle Roy has created a vivid and ..."
4804,4804,Canadian,The Cast Stone,Harold Johnson,A dystopian novel in which a First Nations professor confronts and assesses the impact of the US annexation of Canada through an examination of personal values ...,The Cast Stone by Harold Johnson: A dystopian novel in which a First Nations professor confronts and assesses the impact of the US annexation of Canada through an examination of personal values ...
4805,4805,Canadian,The Cat,Edeet Ravel,From acclaimed author Edeet Ravel comes a profound and heart-wrenching story that captures the essence of grief and hope in the midst of tragedy. Single mother ...,The Cat by Edeet Ravel: From acclaimed author Edeet Ravel comes a profound and heart-wrenching story that captures the essence of grief and hope in the midst of tragedy. Single mother ...
4806,4806,Canadian,The Catch,Louisa McCormack,"In The Catch, her follow-up to the popular Six Weeks to Toxic, Louisa McCormack proves, once again, that “she can subvert chick-lit convention without ...","The Catch by Louisa McCormack: In The Catch, her follow-up to the popular Six Weeks to Toxic, Louisa McCormack proves, once again, that “she can subvert chick-lit convention without ..."
4807,4807,Canadian,The Cat of the Baskervilles,Vicki Delany,"Fans of Miranda James and Kate Carlisle, and Sherlockians everywhere will delight atThe Cat of the Baskervilles, the clever third Sherlock Holmes Bookshop ...","The Cat of the Baskervilles by Vicki Delany: Fans of Miranda James and Kate Carlisle, and Sherlockians everywhere will delight atThe Cat of the Baskervilles, the clever third Sherlock Holmes Bookshop ..."
4808,4808,Canadian,The Cat's Table,Michael Ondaatje,"From Michael Ondaatje: an electrifying new novel, by turns thrilling and deeply moving -- one of his most vividly rendered and compelling works of fiction to ...","The Cat's Table by Michael Ondaatje: From Michael Ondaatje: an electrifying new novel, by turns thrilling and deeply moving -- one of his most vividly rendered and compelling works of fiction to ..."
4809,4809,Canadian,The Cellist of Sarajevo,Steven Galloway,"This brilliant novel with universal resonance tells the story of three people trying to survive in a city rife with the extreme fear of desperate times, and of ...","The Cellist of Sarajevo by Steven Galloway: This brilliant novel with universal resonance tells the story of three people trying to survive in a city rife with the extreme fear of desperate times, and of ..."
4810,4810,Canadian,The CEO's Accidental Bride,Barbara Dunlop,There was no way multimillionaire Zach Harper would split his inheritance with a stranger. Even if she was his wife. What had supposedly been a prank Vegas ...,The CEO's Accidental Bride by Barbara Dunlop: There was no way multimillionaire Zach Harper would split his inheritance with a stranger. Even if she was his wife. What had supposedly been a prank Vegas ...
4811,4811,Canadian,The CEO's Dilemma & Undeniable Passion,Lindsay Evans,"THE CEO’S DILEMMAFurious and devastated when the project for the prestigious contest she won is canceled, architect Aisha Clark storms into the new CEO’s ...","The CEO's Dilemma & Undeniable Passion by Lindsay Evans: THE CEO’S DILEMMAFurious and devastated when the project for the prestigious contest she won is canceled, architect Aisha Clark storms into the new CEO’s ..."
4812,4812,Canadian,The Certainties,Aislinn Hunter,"A vivid, moving novel reminiscent of Anthony Doerr and Michael Ondaatje, about the entwined fates of two very different refugees.In 1940, as the shadow of war ...","The Certainties by Aislinn Hunter: A vivid, moving novel reminiscent of Anthony Doerr and Michael Ondaatje, about the entwined fates of two very different refugees.In 1940, as the shadow of war ..."
4813,4813,Canadian,The Chai Factor,Farah Heron,Amira Khan&nbsp;has no plans to break her no-dating rule.Thirty-year-old engineer Amira Khan has set one rule for herself: no dating until her grad-school thesis is ...,The Chai Factor by Farah Heron: Amira Khan&nbsp;has no plans to break her no-dating rule.Thirty-year-old engineer Amira Khan has set one rule for herself: no dating until her grad-school thesis is ...
4814,4814,Canadian,The Chairman's Toys,Graham Reed,"Vancouver, British Columbia - land of psychotically expensive real estate, high-grade cannabis, and Jake Constable. A man adrift.&nbsp;After Jake quits the drug ...","The Chairman's Toys by Graham Reed: Vancouver, British Columbia - land of psychotically expensive real estate, high-grade cannabis, and Jake Constable. A man adrift.&nbsp;After Jake quits the drug ..."
4815,4815,Canadian,The Change Room,Karen Connelly,"Happily married, great career, mother of two. What more could a woman possibly want? Enter The Change Room, by award-winning writer Karen Connelly, and find ...","The Change Room by Karen Connelly: Happily married, great career, mother of two. What more could a woman possibly want? Enter The Change Room, by award-winning writer Karen Connelly, and find ..."
4816,4816,Canadian,The Channel Shore,Charles Bruce,"Selected for Nova Scotia's 150 Books of Influence!Charles Bruce's classic novel tells the story of the people of 'the shore', a small fictional rural community ...","The Channel Shore by Charles Bruce: Selected for Nova Scotia's 150 Books of Influence!Charles Bruce's classic novel tells the story of the people of 'the shore', a small fictional rural community ..."
4817,4817,Canadian,The Chaplain,Paul Almond,The Prime Minister gives permission for John Alford (The Pilgrim) to board a tramp steamer crammed with a thousand young enlistees bound for adventure in the ...,The Chaplain by Paul Almond: The Prime Minister gives permission for John Alford (The Pilgrim) to board a tramp steamer crammed with a thousand young enlistees bound for adventure in the ...
4818,4818,Canadian,The Charlatan Variations,David Gurr,"Written in the self-reflexive tradition of Cervantes' Don Quixote, Sterne's Tristram Shandy, Melville's The Confidence Man, and Thomas Pynchon's Gravity's ...","The Charlatan Variations by David Gurr: Written in the self-reflexive tradition of Cervantes' Don Quixote, Sterne's Tristram Shandy, Melville's The Confidence Man, and Thomas Pynchon's Gravity's ..."
4819,4819,Canadian,The Chase,Lynsay Sands,“You can’t help but fall in love with Lynsay Sands!”—Christina DoddNew York Times and USA Today bestselling author Lynsay Sands “hits all the right ...,The Chase by Lynsay Sands: “You can’t help but fall in love with Lynsay Sands!”—Christina DoddNew York Times and USA Today bestselling author Lynsay Sands “hits all the right ...
4820,4820,Canadian,The Chief Factor's Daughter,Vanessa Winn,"Chief factor: In the Hudson’s Bay Company fur-trade monopoly, the title of chief factor was the highest rank given to commissioned officers, who were ...","The Chief Factor's Daughter by Vanessa Winn: Chief factor: In the Hudson’s Bay Company fur-trade monopoly, the title of chief factor was the highest rank given to commissioned officers, who were ..."
4821,4821,Canadian,The Child,Sarah Schulman,Shortlisted for the Lambda Literary Award and the Ferro-Grumley Women's Fiction AwardThe Child is the eleventh and perhaps most controversial book by acclaimed ...,The Child by Sarah Schulman: Shortlisted for the Lambda Literary Award and the Ferro-Grumley Women's Fiction AwardThe Child is the eleventh and perhaps most controversial book by acclaimed ...
4822,4822,Canadian,The Children's War,C.P. Boyko,"In his fourth collection, C. P. Boyko turnshis keen eye to the question of power—in schools and on campuses, in doctor’s offices and boardrooms, in triage ...","The Children's War by C.P. Boyko: In his fourth collection, C. P. Boyko turnshis keen eye to the question of power—in schools and on campuses, in doctor’s offices and boardrooms, in triage ..."
4823,4823,Canadian,The Child's Child,Barbara Vine,"&quot;In the hands of Vine . . . the book-within-a-book strategy evolves into something infinitely more intricate--a sinister, constantly shifting Rubik's Cube of ...","The Child's Child by Barbara Vine: &quot;In the hands of Vine . . . the book-within-a-book strategy evolves into something infinitely more intricate--a sinister, constantly shifting Rubik's Cube of ..."
4824,4824,Canadian,The Chimney Sweeper's Boy,Barbara Vine,"The Chimney Sweeper's Boy - a classic crime novel by bestselling, prize-winning author Barbara Vine 'Gripping, almost impossible to put down' Guardian 'One of ...","The Chimney Sweeper's Boy by Barbara Vine: The Chimney Sweeper's Boy - a classic crime novel by bestselling, prize-winning author Barbara Vine 'Gripping, almost impossible to put down' Guardian 'One of ..."
4825,4825,Canadian,The Choices We Make,Karma Brown,"Following her bestselling debut novel Come Away with Me, Karma Brown returns with an unforgettable story that explores the intricate dynamics of friendship and ...","The Choices We Make by Karma Brown: Following her bestselling debut novel Come Away with Me, Karma Brown returns with an unforgettable story that explores the intricate dynamics of friendship and ..."
4826,4826,Canadian,The Chosen Maiden,Eva Stachniak,"The lush, sweeping story of a remarkable dancer who charts her own course through the tumultuous years of early twentieth-century Europe. Beautifully blending ...","The Chosen Maiden by Eva Stachniak: The lush, sweeping story of a remarkable dancer who charts her own course through the tumultuous years of early twentieth-century Europe. Beautifully blending ..."
4827,4827,Canadian,The Christmas He Loved Her,Juliana Stone,"&quot;A heartfelt look into pain and grief and the saving beauty of love. Achingly beautiful.&quot;—Carly Philips, New York Times Bestselling authorAll he wants for ...","The Christmas He Loved Her by Juliana Stone: &quot;A heartfelt look into pain and grief and the saving beauty of love. Achingly beautiful.&quot;—Carly Philips, New York Times Bestselling authorAll he wants for ..."
4828,4828,Canadian,The Christmas Inn,Stella MacLean,"As a favor to her brother, Marnie McLaughlan has agreed to spend Christmas at the lovely Mirabel Inn?as a mystery guest. But Marnie knows this favor is bound ...","The Christmas Inn by Stella MacLean: As a favor to her brother, Marnie McLaughlan has agreed to spend Christmas at the lovely Mirabel Inn?as a mystery guest. But Marnie knows this favor is bound ..."
4829,4829,Canadian,The Christmas Secret,Lee McKenzie,"AJ Harris needs to leave town, before his past sneaks up on him in the form of a tool-belt-wearing beauty who also happens to be the mother of his child. Fate ...","The Christmas Secret by Lee McKenzie: AJ Harris needs to leave town, before his past sneaks up on him in the form of a tool-belt-wearing beauty who also happens to be the mother of his child. Fate ..."
4830,4830,Canadian,The Chronoliths,Robert Charles Wilson,"One day in Thailand, 21st-century slacker Scott Warden witnesses an impossible event: the violent appearance of a 200-foot stone pillar. Its arrival collapses ...","The Chronoliths by Robert Charles Wilson: One day in Thailand, 21st-century slacker Scott Warden witnesses an impossible event: the violent appearance of a 200-foot stone pillar. Its arrival collapses ..."
4831,4831,Canadian,The Circle,Manolis Aligizakis,The Circle is a political intrigue story that reflects recent world events and their aftermath. The characters are caught between circumstances of their ...,The Circle by Manolis Aligizakis: The Circle is a political intrigue story that reflects recent world events and their aftermath. The characters are caught between circumstances of their ...
4832,4832,Canadian,The City is a Rising Tide,Rebecca Lee,"In New York City, Justine Laxness works as a money manager at an international nonprofit company, Aquinas. Her obsession with her boss, Peter, spurs her to ...","The City is a Rising Tide by Rebecca Lee: In New York City, Justine Laxness works as a money manager at an international nonprofit company, Aquinas. Her obsession with her boss, Peter, spurs her to ..."
4833,4833,Canadian,The City Still Breathing,Matthew Heiti,"A body is found on the side of a highway. Naked, throat slashed, no identification. It disappears from the back of a police van and begins a strange odyssey, ...","The City Still Breathing by Matthew Heiti: A body is found on the side of a highway. Naked, throat slashed, no identification. It disappears from the back of a police van and begins a strange odyssey, ..."
4834,4834,Canadian,The Clay Girl,Heather Tucker,"&nbsp;A stunning and lyrical debut novelVincent Appleton smiles at his daughters, raises a gun, and blows off his head. For the Appleton sisters, life had ...","The Clay Girl by Heather Tucker: &nbsp;A stunning and lyrical debut novelVincent Appleton smiles at his daughters, raises a gun, and blows off his head. For the Appleton sisters, life had ..."
4835,4835,Canadian,The Clearing,Dan Newman,"Some moments linger forever. Some curses can’t be broken. Some crimes refuse to stay buried.  With the eerie thrills of Dean Koontz, Dan Newman’s seething ...","The Clearing by Dan Newman: Some moments linger forever. Some curses can’t be broken. Some crimes refuse to stay buried.  With the eerie thrills of Dean Koontz, Dan Newman’s seething ..."
4836,4836,Canadian,The Cloaca,Andrew Hood,"The stories included in Andrew Hood’s sophomore collection are beautiful, gross, funny, and personal. The Cloaca is a train wreck of awesomeness. It’s your ...","The Cloaca by Andrew Hood: The stories included in Andrew Hood’s sophomore collection are beautiful, gross, funny, and personal. The Cloaca is a train wreck of awesomeness. It’s your ..."
4837,4837,Canadian,The Clockmaker,Thomas Chandler Haliburton,"The serial publication of The Clockmaker in 1835-36 launched Canadian judge Thomas Chandler Haliburton to literary fame. A broad satire with a garrulous, ...","The Clockmaker by Thomas Chandler Haliburton: The serial publication of The Clockmaker in 1835-36 launched Canadian judge Thomas Chandler Haliburton to literary fame. A broad satire with a garrulous, ..."
4838,4838,Canadian,The Closed Door,Lori Saint-Martin,"In a series of alternating monologues, both halves of a couple examine close to 35 years of marriage. Years of togetherness, and of growing apart; of opening ...","The Closed Door by Lori Saint-Martin: In a series of alternating monologues, both halves of a couple examine close to 35 years of marriage. Years of togetherness, and of growing apart; of opening ..."
4839,4839,Canadian,The Clothesline Swing,Ahmad Danny Ramadan,"The Clothesline Swing is a journey through the troublesome aftermath of the Arab Spring. A former Syrian refugee himself, Ramadan unveils an enthralling tale ...","The Clothesline Swing by Ahmad Danny Ramadan: The Clothesline Swing is a journey through the troublesome aftermath of the Arab Spring. A former Syrian refugee himself, Ramadan unveils an enthralling tale ..."
4840,4840,Canadian,The Coast Road,John Brady,"Ireland’s ‘Celtic Tiger’ economy has imploded, but something stirs in the rubble, striking a chord with the public: Patrick Larkin, a homeless man, ...","The Coast Road by John Brady: Ireland’s ‘Celtic Tiger’ economy has imploded, but something stirs in the rubble, striking a chord with the public: Patrick Larkin, a homeless man, ..."
4841,4841,Canadian,The Code,G B Joyce,The the cutthroat world of professional hockey is even more dangerous off the ice in the original detective thriller that inspired the new Global TV series ...,The Code by G B Joyce: The the cutthroat world of professional hockey is even more dangerous off the ice in the original detective thriller that inspired the new Global TV series ...
4842,4842,Canadian,The Cold Light of Mourning,Elizabeth J. Duncan,Elizabeth J. Duncan spins a charming tale of murder and intrigue in this winning first novel.The picturesque North Wales market town of Llanelen is shocked ...,The Cold Light of Mourning by Elizabeth J. Duncan: Elizabeth J. Duncan spins a charming tale of murder and intrigue in this winning first novel.The picturesque North Wales market town of Llanelen is shocked ...
4843,4843,Canadian,The Collected Works of Billy the Kid,Michael Ondaatje,"Not a story about me through their eyes then. Find the beginning, the slight silver key to unlock it, to dig it out. Here then is a maze to begin, be in. (p. ...","The Collected Works of Billy the Kid by Michael Ondaatje: Not a story about me through their eyes then. Find the beginning, the slight silver key to unlock it, to dig it out. Here then is a maze to begin, be in. (p. ..."
4844,4844,Canadian,The Color of Lightning,Paulette Jiles,From the Author of the National Book Award Finalist News of the World “Meticulously researched and beautifully crafted.... This is glorious work.” — ...,The Color of Lightning by Paulette Jiles: From the Author of the National Book Award Finalist News of the World “Meticulously researched and beautifully crafted.... This is glorious work.” — ...
4845,4845,Canadian,The Color Of Lightning Canadian,Paulette Jiles,"At the end of the Civil War, Britt Johnson, a freed black man, travels with his family from Kentucky to start a new life in Texas. But this wild country holds ...","The Color Of Lightning Canadian by Paulette Jiles: At the end of the Civil War, Britt Johnson, a freed black man, travels with his family from Kentucky to start a new life in Texas. But this wild country holds ..."
4846,4846,Canadian,The Comedian,Clem Martini,"Titus Maccius Plautus' career is on the decline. Once renound for bringing Greek comedies to the Roman world, now he struggles to stage a single play. Unlucky ...","The Comedian by Clem Martini: Titus Maccius Plautus' career is on the decline. Once renound for bringing Greek comedies to the Roman world, now he struggles to stage a single play. Unlucky ..."
4847,4847,Canadian,The Coming of Winter,David Adams Richards,"David Adams Richards finds universal truths in the very particular setting of New Brunswick’s Miramichi Valley. This, his first novel, provides a window upon ...","The Coming of Winter by David Adams Richards: David Adams Richards finds universal truths in the very particular setting of New Brunswick’s Miramichi Valley. This, his first novel, provides a window upon ..."
4848,4848,Canadian,The Coming Race,Edward Bulwer-Lytton,"The Coming Race is the crowning achievement of the genre of hollow earth fiction, in which a hero makes a perilous journey underground and discovers a superior ...","The Coming Race by Edward Bulwer-Lytton: The Coming Race is the crowning achievement of the genre of hollow earth fiction, in which a hero makes a perilous journey underground and discovers a superior ..."
4849,4849,Canadian,The Commons,Matthew Hughes,"Includes the story The Helper and His Hero, nominated for a Nebula Award - Best Novella, 2007For years now, 40,000 readers of The Magazine of Fantasy and Science ...","The Commons by Matthew Hughes: Includes the story The Helper and His Hero, nominated for a Nebula Award - Best Novella, 2007For years now, 40,000 readers of The Magazine of Fantasy and Science ..."
4850,4850,Canadian,The Communist's Daughter,Dennis Bock,"Dennis Bock’s novel The Communist’s Daughter met with praise from readers and reviewers the moment it reached bookstore shelves, debuting as an instant ...","The Communist's Daughter by Dennis Bock: Dennis Bock’s novel The Communist’s Daughter met with praise from readers and reviewers the moment it reached bookstore shelves, debuting as an instant ..."
4851,4851,Canadian,The Complete Keeper Chronicles,Tanya Huff,"This modern urban fantasy trilogy takes Keeper Claire (a Guardian of Earth), her talking cat Austin (who always knows best), hunky handyman Dean (who refuses ...","The Complete Keeper Chronicles by Tanya Huff: This modern urban fantasy trilogy takes Keeper Claire (a Guardian of Earth), her talking cat Austin (who always knows best), hunky handyman Dean (who refuses ..."
4852,4852,Canadian,The Complete Lockpick Pornography,Joey Comeau,"&nbsp;Now in one volume, Lockpick Pornography and its thematic sequel, We all Got it ComingLockpick Pornography is a genderqueer adventure story, and We All Got It ...","The Complete Lockpick Pornography by Joey Comeau: &nbsp;Now in one volume, Lockpick Pornography and its thematic sequel, We all Got it ComingLockpick Pornography is a genderqueer adventure story, and We All Got It ..."
4853,4853,Canadian,The Complete Smoke Trilogy,Tanya Huff,"Now in an omnibus edition, the Lambda Award-nominated supernatural Smoke series presents contemporary fantasy with a gothic twist.When Tony Foster relocated to ...","The Complete Smoke Trilogy by Tanya Huff: Now in an omnibus edition, the Lambda Award-nominated supernatural Smoke series presents contemporary fantasy with a gothic twist.When Tony Foster relocated to ..."
4854,4854,Canadian,The Complete Stories of Morley Callaghan,Morley Callaghan,Eighty-five stories by one of Canada’s greatest writers are collected in this four-volume anthology. Several pieces of Morley Callaghan’s short fiction are ...,The Complete Stories of Morley Callaghan by Morley Callaghan: Eighty-five stories by one of Canada’s greatest writers are collected in this four-volume anthology. Several pieces of Morley Callaghan’s short fiction are ...
4855,4855,Canadian,The Complex Arms,Dolly Dennis,"Life at the Complex Arms is just one disaster after another.Adeen is the resident manager of the Complex Arms, an apartment building in the Mill Woods ...","The Complex Arms by Dolly Dennis: Life at the Complex Arms is just one disaster after another.Adeen is the resident manager of the Complex Arms, an apartment building in the Mill Woods ..."
4856,4856,Canadian,The Confabulist,Steven Galloway,"From the beloved, award-winning, bestselling author of The Cellist of Sarajevo, a beautiful, suspense-filled novel that uses the life and sudden death of ...","The Confabulist by Steven Galloway: From the beloved, award-winning, bestselling author of The Cellist of Sarajevo, a beautiful, suspense-filled novel that uses the life and sudden death of ..."
4857,4857,Canadian,The Confessions of Socrates,R.L. Prendergast,"Socrates sits chained to a wall in a small prison cell. In a month he will die of hemlock poisoning. At night, by the light of a tiny oil lamp, on rolls of ...","The Confessions of Socrates by R.L. Prendergast: Socrates sits chained to a wall in a small prison cell. In a month he will die of hemlock poisoning. At night, by the light of a tiny oil lamp, on rolls of ..."
4858,4858,Canadian,The Confluence,J.A. Wainwright,The Confluence is the story of Kate Bradley who is haunted by the loss of her father in a wild British Columbia river and takes up residence in a remote part ...,The Confluence by J.A. Wainwright: The Confluence is the story of Kate Bradley who is haunted by the loss of her father in a wild British Columbia river and takes up residence in a remote part ...
4859,4859,Canadian,The Conjoined,Jen Sookfong Lee,&nbsp;Longlisted for the 2018 International Dublin Literary AwardA masterful and gripping novel from “an undeniably talented writer” (Globe and Mail)On a sunny ...,The Conjoined by Jen Sookfong Lee: &nbsp;Longlisted for the 2018 International Dublin Literary AwardA masterful and gripping novel from “an undeniably talented writer” (Globe and Mail)On a sunny ...
4860,4860,Canadian,The Consequence He Must Claim,Dani Collins,"Her boss?&nbsp;Sorcha Kelly fell head over heels for her impossibly irresistible boss years ago. When she discovered he was dutifully engaged, she had to leave to ...","The Consequence He Must Claim by Dani Collins: Her boss?&nbsp;Sorcha Kelly fell head over heels for her impossibly irresistible boss years ago. When she discovered he was dutifully engaged, she had to leave to ..."
4861,4861,Canadian,The Convictions of Leonard McKinley,Brendan McLeod,"A raucous coming-of-age novel about a teenager whose faith in the world and himself is being sorely tested. By the age of thirteen, Leonard McKinley's failure ...","The Convictions of Leonard McKinley by Brendan McLeod: A raucous coming-of-age novel about a teenager whose faith in the world and himself is being sorely tested. By the age of thirteen, Leonard McKinley's failure ..."
4862,4862,Canadian,The Cook's Temptation,Joyce Wayne,"Joyce Wayne brings to life the complexities of Victorian life, first in County Devon and then in London's East End. The big picture is about one woman's life, ...","The Cook's Temptation by Joyce Wayne: Joyce Wayne brings to life the complexities of Victorian life, first in County Devon and then in London's East End. The big picture is about one woman's life, ..."
4863,4863,Canadian,"The Cop, the Puppy and Me",Cara Colter,Jaded cop Oliver Sullivan moved to picturesque Kettle Bend to leave behind bad memories. Locals leave him alone?until a video of him rescuing a drowning puppy ...,"The Cop, the Puppy and Me by Cara Colter: Jaded cop Oliver Sullivan moved to picturesque Kettle Bend to leave behind bad memories. Locals leave him alone?until a video of him rescuing a drowning puppy ..."
4864,4864,Canadian,The Corpse Will Keep,Pat Capponi,"Fresh from the success of solving the murder of a roommate, Private Investigator Dana Leoni and her unlikely crew of misfit sleuths have opened a detective ...","The Corpse Will Keep by Pat Capponi: Fresh from the success of solving the murder of a roommate, Private Investigator Dana Leoni and her unlikely crew of misfit sleuths have opened a detective ..."
4865,4865,Canadian,The Corpse with the Diamond Hand,Cathy Ace,"The sixth instalment in the Cait Morgan mystery series, a classic whodunit featuring an eccentric and funny female sleuth set on a Hawaiian cruise ship.Cait ...","The Corpse with the Diamond Hand by Cathy Ace: The sixth instalment in the Cait Morgan mystery series, a classic whodunit featuring an eccentric and funny female sleuth set on a Hawaiian cruise ship.Cait ..."
4866,4866,Canadian,The Corpse with the Emerald Thumb,Cathy Ace,"A dream vacation at a Mexican beach resort swiftly dissolves into a nightmare for criminologist and foodie Cait Morgan when her significant other, Bud ...","The Corpse with the Emerald Thumb by Cathy Ace: A dream vacation at a Mexican beach resort swiftly dissolves into a nightmare for criminologist and foodie Cait Morgan when her significant other, Bud ..."
4867,4867,Canadian,The Corpse with the Garnet Face,Cathy Ace,The seventh book in the Cait Morgan series finds the eccentric Welsh criminologist–sleuth accompanying her husband Bud to Amsterdam to try to unravel a ...,The Corpse with the Garnet Face by Cathy Ace: The seventh book in the Cait Morgan series finds the eccentric Welsh criminologist–sleuth accompanying her husband Bud to Amsterdam to try to unravel a ...
4868,4868,Canadian,The Corpse with the Golden Nose,Cathy Ace,A heartfelt plea to look into the death of a world-famous vintner goes hand in hand with the opportunity to attend an exclusive gourmet event in British ...,The Corpse with the Golden Nose by Cathy Ace: A heartfelt plea to look into the death of a world-famous vintner goes hand in hand with the opportunity to attend an exclusive gourmet event in British ...
4869,4869,Canadian,The Corpse with the Platinum Hair,Cathy Ace,"Winner of the 2015 Bony Blithe Award for Best Canadian Light Mystery&nbsp;A classic whodunit series in the tradition of Agatha Christie, featuring eccentric ...","The Corpse with the Platinum Hair by Cathy Ace: Winner of the 2015 Bony Blithe Award for Best Canadian Light Mystery&nbsp;A classic whodunit series in the tradition of Agatha Christie, featuring eccentric ..."
4870,4870,Canadian,The Corpse with the Ruby Lips,Cathy Ace,A new book from Bony Blithe award–winning mystery author Cathy Ace where her sleuth Cait Morgan investigates a chilling cold case from a university in ...,The Corpse with the Ruby Lips by Cathy Ace: A new book from Bony Blithe award–winning mystery author Cathy Ace where her sleuth Cait Morgan investigates a chilling cold case from a university in ...
4871,4871,Canadian,The Corpse with the Sapphire Eyes,Cathy Ace,"It's Cait and Bud's wedding weekend and for the first time she feels like a bride—or at least, she's supposed to. But then the rain won't quit, the ...","The Corpse with the Sapphire Eyes by Cathy Ace: It's Cait and Bud's wedding weekend and for the first time she feels like a bride—or at least, she's supposed to. But then the rain won't quit, the ..."
4872,4872,Canadian,The Corpse with the Silver Tongue,Cathy Ace,"In the south of France where hatred simmers in the heat, a man seemingly admired, and certainly feared, drops dead at a dinner party. All of the guests fall ...","The Corpse with the Silver Tongue by Cathy Ace: In the south of France where hatred simmers in the heat, a man seemingly admired, and certainly feared, drops dead at a dinner party. All of the guests fall ..."
4873,4873,Canadian,The Costanzo Baby Secret,Catherine Spencer,"Dario Costanzo's wife…in name only…He married her, bedded her and she gave him an heir—and that was all he wanted. Until Maeve suffered a devastating ...","The Costanzo Baby Secret by Catherine Spencer: Dario Costanzo's wife…in name only…He married her, bedded her and she gave him an heir—and that was all he wanted. Until Maeve suffered a devastating ..."
4874,4874,Canadian,The Countess,Lynsay Sands,p style=&quot;LINE-HEIGHT: normal; MARGIN: 0in 0in 0pt&quot; class=MsoNormal&gt;“You can’t help but fall in love with Lynsay Sands!”—Christina Dodd?xml:namespace ...,The Countess by Lynsay Sands: p style=&quot;LINE-HEIGHT: normal; MARGIN: 0in 0in 0pt&quot; class=MsoNormal&gt;“You can’t help but fall in love with Lynsay Sands!”—Christina Dodd?xml:namespace ...
4875,4875,Canadian,The Country Will Bring Us No Peace,Matthieu Simard,"Simon and Marie can’t seem to have a baby. And so they flee the city for an idyllic village, where things will certainly be better. But the town is gloomy, ...","The Country Will Bring Us No Peace by Matthieu Simard: Simon and Marie can’t seem to have a baby. And so they flee the city for an idyllic village, where things will certainly be better. But the town is gloomy, ..."
4876,4876,Canadian,The Couple Next Door,Shari Lapena,"An instant&nbsp;New York Times and Globe and Mail&nbsp;bestseller. Look out for Shari Lapena's next thriller, A Stranger in the House, coming August 2017.&quot;Meticulously ...","The Couple Next Door by Shari Lapena: An instant&nbsp;New York Times and Globe and Mail&nbsp;bestseller. Look out for Shari Lapena's next thriller, A Stranger in the House, coming August 2017.&quot;Meticulously ..."
4877,4877,Canadian,The Courier Wore Shorts,Sheila Kindellan-Sheehan,"Literary agent Madison Holmes is brutally attacked in her condo and left for dead, days after she sent rejection letters to four would-be authors. ...","The Courier Wore Shorts by Sheila Kindellan-Sheehan: Literary agent Madison Holmes is brutally attacked in her condo and left for dead, days after she sent rejection letters to four would-be authors. ..."
4878,4878,Canadian,The Courtesan,Alexandra Curry,"An astonishing debut novel inspired by the life of the legendary Qing dynasty courtesan, Sai Jinhua&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;The year is 1881, the era of China's humiliation at ...","The Courtesan by Alexandra Curry: An astonishing debut novel inspired by the life of the legendary Qing dynasty courtesan, Sai Jinhua&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;The year is 1881, the era of China's humiliation at ..."
4879,4879,Canadian,The Court of the Air,Stephen Hunt,"When streetwise Molly Templar witnesses a brutal murder at the brothel she has recently been apprenticed to, her first instinct is to run back to the poorhouse ...","The Court of the Air by Stephen Hunt: When streetwise Molly Templar witnesses a brutal murder at the brothel she has recently been apprenticed to, her first instinct is to run back to the poorhouse ..."
